C_svc,C_lgs,alpha_nb,ngram,trained,indexing
0.91,1.01,0.91,1,N,29420
0.91,1.01,0.91,2,N,29421
0.91,1.01,0.91,3,N,29422
0.91,1.01,0.91,4,N,29423
0.91,1.01,0.91,5,N,29424
0.91,1.01,1.01,1,N,29425
0.91,1.01,1.01,2,N,29426
0.91,1.01,1.01,3,N,29427
0.91,1.01,1.01,4,N,29428
0.91,1.01,1.01,5,N,29429
0.91,1.01,1.11,1,N,29430
0.91,1.01,1.11,2,N,29431
0.91,1.01,1.11,3,N,29432
0.91,1.01,1.11,4,N,29433
0.91,1.01,1.11,5,N,29434
0.91,1.01,1.3,1,N,29435
0.91,1.01,1.3,2,N,29436
0.91,1.01,1.3,3,N,29437
0.91,1.01,1.3,4,N,29438
0.91,1.01,1.3,5,N,29439
0.91,1.01,1.6,1,N,29440
0.91,1.01,1.6,2,N,29441
0.91,1.01,1.6,3,N,29442
0.91,1.01,1.6,4,N,29443
0.91,1.01,1.6,5,N,29444
0.91,1.01,1.9,1,N,29445
0.91,1.01,1.9,2,N,29446
0.91,1.01,1.9,3,N,29447
0.91,1.01,1.9,4,N,29448
0.91,1.01,1.9,5,N,29449
0.91,1.01,2.2,1,N,29450
0.91,1.01,2.2,2,N,29451
0.91,1.01,2.2,3,N,29452
0.91,1.01,2.2,4,N,29453
0.91,1.01,2.2,5,N,29454
0.91,1.01,2.5,1,N,29455
0.91,1.01,2.5,2,N,29456
0.91,1.01,2.5,3,N,29457
0.91,1.01,2.5,4,N,29458
0.91,1.01,2.5,5,N,29459
0.91,1.01,2.8000000000000003,1,N,29460
0.91,1.01,2.8000000000000003,2,N,29461
0.91,1.01,2.8000000000000003,3,N,29462
0.91,1.01,2.8000000000000003,4,N,29463
0.91,1.01,2.8000000000000003,5,N,29464
0.91,1.01,3.1000000000000005,1,N,29465
0.91,1.01,3.1000000000000005,2,N,29466
0.91,1.01,3.1000000000000005,3,N,29467
0.91,1.01,3.1000000000000005,4,N,29468
0.91,1.01,3.1000000000000005,5,N,29469
0.91,1.01,3.4000000000000004,1,N,29470
0.91,1.01,3.4000000000000004,2,N,29471
0.91,1.01,3.4000000000000004,3,N,29472
0.91,1.01,3.4000000000000004,4,N,29473
0.91,1.01,3.4000000000000004,5,N,29474
0.91,1.01,3.7,1,N,29475
0.91,1.01,3.7,2,N,29476
0.91,1.01,3.7,3,N,29477
0.91,1.01,3.7,4,N,29478
0.91,1.01,3.7,5,N,29479
0.91,1.01,4.0,1,N,29480
0.91,1.01,4.0,2,N,29481
0.91,1.01,4.0,3,N,29482
0.91,1.01,4.0,4,N,29483
0.91,1.01,4.0,5,N,29484
0.91,1.01,4.300000000000002,1,N,29485
0.91,1.01,4.300000000000002,2,N,29486
0.91,1.01,4.300000000000002,3,N,29487
0.91,1.01,4.300000000000002,4,N,29488
0.91,1.01,4.300000000000002,5,N,29489
0.91,1.01,4.6000000000000005,1,N,29490
0.91,1.01,4.6000000000000005,2,N,29491
0.91,1.01,4.6000000000000005,3,N,29492
0.91,1.01,4.6000000000000005,4,N,29493
0.91,1.01,4.6000000000000005,5,N,29494
0.91,1.01,4.9,1,N,29495
0.91,1.01,4.9,2,N,29496
0.91,1.01,4.9,3,N,29497
0.91,1.01,4.9,4,N,29498
0.91,1.01,4.9,5,N,29499
0.91,1.11,0.01,1,N,29500
0.91,1.11,0.01,2,N,29501
0.91,1.11,0.01,3,N,29502
0.91,1.11,0.01,4,N,29503
0.91,1.11,0.01,5,N,29504
0.91,1.11,0.11,1,N,29505
0.91,1.11,0.11,2,N,29506
0.91,1.11,0.11,3,N,29507
0.91,1.11,0.11,4,N,29508
0.91,1.11,0.11,5,N,29509
0.91,1.11,0.21,1,N,29510
0.91,1.11,0.21,2,N,29511
0.91,1.11,0.21,3,N,29512
0.91,1.11,0.21,4,N,29513
0.91,1.11,0.21,5,N,29514
0.91,1.11,0.31000000000000005,1,N,29515
0.91,1.11,0.31000000000000005,2,N,29516
0.91,1.11,0.31000000000000005,3,N,29517
0.91,1.11,0.31000000000000005,4,N,29518
0.91,1.11,0.31000000000000005,5,N,29519
0.91,1.11,0.41,1,N,29520
0.91,1.11,0.41,2,N,29521
0.91,1.11,0.41,3,N,29522
0.91,1.11,0.41,4,N,29523
0.91,1.11,0.41,5,N,29524
0.91,1.11,0.51,1,N,29525
0.91,1.11,0.51,2,N,29526
0.91,1.11,0.51,3,N,29527
0.91,1.11,0.51,4,N,29528
0.91,1.11,0.51,5,N,29529
0.91,1.11,0.6100000000000001,1,N,29530
0.91,1.11,0.6100000000000001,2,N,29531
0.91,1.11,0.6100000000000001,3,N,29532
0.91,1.11,0.6100000000000001,4,N,29533
0.91,1.11,0.6100000000000001,5,N,29534
0.91,1.11,0.7100000000000001,1,N,29535
0.91,1.11,0.7100000000000001,2,N,29536
0.91,1.11,0.7100000000000001,3,N,29537
0.91,1.11,0.7100000000000001,4,N,29538
0.91,1.11,0.7100000000000001,5,N,29539
0.91,1.11,0.81,1,N,29540
0.91,1.11,0.81,2,N,29541
0.91,1.11,0.81,3,N,29542
0.91,1.11,0.81,4,N,29543
0.91,1.11,0.81,5,N,29544
0.91,1.11,0.91,1,N,29545
0.91,1.11,0.91,2,N,29546
0.91,1.11,0.91,3,N,29547
0.91,1.11,0.91,4,N,29548
0.91,1.11,0.91,5,N,29549
0.91,1.11,1.01,1,N,29550
0.91,1.11,1.01,2,N,29551
0.91,1.11,1.01,3,N,29552
0.91,1.11,1.01,4,N,29553
0.91,1.11,1.01,5,N,29554
0.91,1.11,1.11,1,N,29555
0.91,1.11,1.11,2,N,29556
0.91,1.11,1.11,3,N,29557
0.91,1.11,1.11,4,N,29558
0.91,1.11,1.11,5,N,29559
0.91,1.11,1.3,1,N,29560
0.91,1.11,1.3,2,N,29561
0.91,1.11,1.3,3,N,29562
0.91,1.11,1.3,4,N,29563
0.91,1.11,1.3,5,N,29564
0.91,1.11,1.6,1,N,29565
0.91,1.11,1.6,2,N,29566
0.91,1.11,1.6,3,N,29567
0.91,1.11,1.6,4,N,29568
0.91,1.11,1.6,5,N,29569
0.91,1.11,1.9,1,N,29570
0.91,1.11,1.9,2,N,29571
0.91,1.11,1.9,3,N,29572
0.91,1.11,1.9,4,N,29573
0.91,1.11,1.9,5,N,29574
0.91,1.11,2.2,1,N,29575
0.91,1.11,2.2,2,N,29576
0.91,1.11,2.2,3,N,29577
0.91,1.11,2.2,4,N,29578
0.91,1.11,2.2,5,N,29579
0.91,1.11,2.5,1,N,29580
0.91,1.11,2.5,2,N,29581
0.91,1.11,2.5,3,N,29582
0.91,1.11,2.5,4,N,29583
0.91,1.11,2.5,5,N,29584
0.91,1.11,2.8000000000000003,1,N,29585
0.91,1.11,2.8000000000000003,2,N,29586
0.91,1.11,2.8000000000000003,3,N,29587
0.91,1.11,2.8000000000000003,4,N,29588
0.91,1.11,2.8000000000000003,5,N,29589
0.91,1.11,3.1000000000000005,1,N,29590
0.91,1.11,3.1000000000000005,2,N,29591
0.91,1.11,3.1000000000000005,3,N,29592
0.91,1.11,3.1000000000000005,4,N,29593
0.91,1.11,3.1000000000000005,5,N,29594
0.91,1.11,3.4000000000000004,1,N,29595
0.91,1.11,3.4000000000000004,2,N,29596
0.91,1.11,3.4000000000000004,3,N,29597
0.91,1.11,3.4000000000000004,4,N,29598
0.91,1.11,3.4000000000000004,5,N,29599
0.91,1.11,3.7,1,N,29600
0.91,1.11,3.7,2,N,29601
0.91,1.11,3.7,3,N,29602
0.91,1.11,3.7,4,N,29603
0.91,1.11,3.7,5,N,29604
0.91,1.11,4.0,1,N,29605
0.91,1.11,4.0,2,N,29606
0.91,1.11,4.0,3,N,29607
0.91,1.11,4.0,4,N,29608
0.91,1.11,4.0,5,N,29609
0.91,1.11,4.300000000000002,1,N,29610
0.91,1.11,4.300000000000002,2,N,29611
0.91,1.11,4.300000000000002,3,N,29612
0.91,1.11,4.300000000000002,4,N,29613
0.91,1.11,4.300000000000002,5,N,29614
0.91,1.11,4.6000000000000005,1,N,29615
0.91,1.11,4.6000000000000005,2,N,29616
0.91,1.11,4.6000000000000005,3,N,29617
0.91,1.11,4.6000000000000005,4,N,29618
0.91,1.11,4.6000000000000005,5,N,29619
0.91,1.11,4.9,1,N,29620
0.91,1.11,4.9,2,N,29621
0.91,1.11,4.9,3,N,29622
0.91,1.11,4.9,4,N,29623
0.91,1.11,4.9,5,N,29624
0.91,1.3,0.01,1,N,29625
0.91,1.3,0.01,2,N,29626
0.91,1.3,0.01,3,N,29627
0.91,1.3,0.01,4,N,29628
0.91,1.3,0.01,5,N,29629
0.91,1.3,0.11,1,N,29630
0.91,1.3,0.11,2,N,29631
0.91,1.3,0.11,3,N,29632
0.91,1.3,0.11,4,N,29633
0.91,1.3,0.11,5,N,29634
0.91,1.3,0.21,1,N,29635
0.91,1.3,0.21,2,N,29636
0.91,1.3,0.21,3,N,29637
0.91,1.3,0.21,4,N,29638
0.91,1.3,0.21,5,N,29639
0.91,1.3,0.31000000000000005,1,N,29640
0.91,1.3,0.31000000000000005,2,N,29641
0.91,1.3,0.31000000000000005,3,N,29642
0.91,1.3,0.31000000000000005,4,N,29643
0.91,1.3,0.31000000000000005,5,N,29644
0.91,1.3,0.41,1,N,29645
0.91,1.3,0.41,2,N,29646
0.91,1.3,0.41,3,N,29647
0.91,1.3,0.41,4,N,29648
0.91,1.3,0.41,5,N,29649
0.91,1.3,0.51,1,N,29650
0.91,1.3,0.51,2,N,29651
0.91,1.3,0.51,3,N,29652
0.91,1.3,0.51,4,N,29653
0.91,1.3,0.51,5,N,29654
0.91,1.3,0.6100000000000001,1,N,29655
0.91,1.3,0.6100000000000001,2,N,29656
0.91,1.3,0.6100000000000001,3,N,29657
0.91,1.3,0.6100000000000001,4,N,29658
0.91,1.3,0.6100000000000001,5,N,29659
0.91,1.3,0.7100000000000001,1,N,29660
0.91,1.3,0.7100000000000001,2,N,29661
0.91,1.3,0.7100000000000001,3,N,29662
0.91,1.3,0.7100000000000001,4,N,29663
0.91,1.3,0.7100000000000001,5,N,29664
0.91,1.3,0.81,1,N,29665
0.91,1.3,0.81,2,N,29666
0.91,1.3,0.81,3,N,29667
0.91,1.3,0.81,4,N,29668
0.91,1.3,0.81,5,N,29669
0.91,1.3,0.91,1,N,29670
0.91,1.3,0.91,2,N,29671
0.91,1.3,0.91,3,N,29672
0.91,1.3,0.91,4,N,29673
0.91,1.3,0.91,5,N,29674
0.91,1.3,1.01,1,N,29675
0.91,1.3,1.01,2,N,29676
0.91,1.3,1.01,3,N,29677
0.91,1.3,1.01,4,N,29678
0.91,1.3,1.01,5,N,29679
0.91,1.3,1.11,1,N,29680
0.91,1.3,1.11,2,N,29681
0.91,1.3,1.11,3,N,29682
0.91,1.3,1.11,4,N,29683
0.91,1.3,1.11,5,N,29684
0.91,1.3,1.3,1,N,29685
0.91,1.3,1.3,2,N,29686
0.91,1.3,1.3,3,N,29687
0.91,1.3,1.3,4,N,29688
0.91,1.3,1.3,5,N,29689
0.91,1.3,1.6,1,N,29690
0.91,1.3,1.6,2,N,29691
0.91,1.3,1.6,3,N,29692
0.91,1.3,1.6,4,N,29693
0.91,1.3,1.6,5,N,29694
0.91,1.3,1.9,1,N,29695
0.91,1.3,1.9,2,N,29696
0.91,1.3,1.9,3,N,29697
0.91,1.3,1.9,4,N,29698
0.91,1.3,1.9,5,N,29699
0.91,1.3,2.2,1,N,29700
0.91,1.3,2.2,2,N,29701
0.91,1.3,2.2,3,N,29702
0.91,1.3,2.2,4,N,29703
0.91,1.3,2.2,5,N,29704
0.91,1.3,2.5,1,N,29705
0.91,1.3,2.5,2,N,29706
0.91,1.3,2.5,3,N,29707
0.91,1.3,2.5,4,N,29708
0.91,1.3,2.5,5,N,29709
0.91,1.3,2.8000000000000003,1,N,29710
0.91,1.3,2.8000000000000003,2,N,29711
0.91,1.3,2.8000000000000003,3,N,29712
0.91,1.3,2.8000000000000003,4,N,29713
0.91,1.3,2.8000000000000003,5,N,29714
0.91,1.3,3.1000000000000005,1,N,29715
0.91,1.3,3.1000000000000005,2,N,29716
0.91,1.3,3.1000000000000005,3,N,29717
0.91,1.3,3.1000000000000005,4,N,29718
0.91,1.3,3.1000000000000005,5,N,29719
0.91,1.3,3.4000000000000004,1,N,29720
0.91,1.3,3.4000000000000004,2,N,29721
0.91,1.3,3.4000000000000004,3,N,29722
0.91,1.3,3.4000000000000004,4,N,29723
0.91,1.3,3.4000000000000004,5,N,29724
0.91,1.3,3.7,1,N,29725
0.91,1.3,3.7,2,N,29726
0.91,1.3,3.7,3,N,29727
0.91,1.3,3.7,4,N,29728
0.91,1.3,3.7,5,N,29729
0.91,1.3,4.0,1,N,29730
0.91,1.3,4.0,2,N,29731
0.91,1.3,4.0,3,N,29732
0.91,1.3,4.0,4,N,29733
0.91,1.3,4.0,5,N,29734
0.91,1.3,4.300000000000002,1,N,29735
0.91,1.3,4.300000000000002,2,N,29736
0.91,1.3,4.300000000000002,3,N,29737
0.91,1.3,4.300000000000002,4,N,29738
0.91,1.3,4.300000000000002,5,N,29739
0.91,1.3,4.6000000000000005,1,N,29740
0.91,1.3,4.6000000000000005,2,N,29741
0.91,1.3,4.6000000000000005,3,N,29742
0.91,1.3,4.6000000000000005,4,N,29743
0.91,1.3,4.6000000000000005,5,N,29744
0.91,1.3,4.9,1,N,29745
0.91,1.3,4.9,2,N,29746
0.91,1.3,4.9,3,N,29747
0.91,1.3,4.9,4,N,29748
0.91,1.3,4.9,5,N,29749
0.91,1.6,0.01,1,N,29750
0.91,1.6,0.01,2,N,29751
0.91,1.6,0.01,3,N,29752
0.91,1.6,0.01,4,N,29753
0.91,1.6,0.01,5,N,29754
0.91,1.6,0.11,1,N,29755
0.91,1.6,0.11,2,N,29756
0.91,1.6,0.11,3,N,29757
0.91,1.6,0.11,4,N,29758
0.91,1.6,0.11,5,N,29759
0.91,1.6,0.21,1,N,29760
0.91,1.6,0.21,2,N,29761
0.91,1.6,0.21,3,N,29762
0.91,1.6,0.21,4,N,29763
0.91,1.6,0.21,5,N,29764
0.91,1.6,0.31000000000000005,1,N,29765
0.91,1.6,0.31000000000000005,2,N,29766
0.91,1.6,0.31000000000000005,3,N,29767
0.91,1.6,0.31000000000000005,4,N,29768
0.91,1.6,0.31000000000000005,5,N,29769
0.91,1.6,0.41,1,N,29770
0.91,1.6,0.41,2,N,29771
0.91,1.6,0.41,3,N,29772
0.91,1.6,0.41,4,N,29773
0.91,1.6,0.41,5,N,29774
0.91,1.6,0.51,1,N,29775
0.91,1.6,0.51,2,N,29776
0.91,1.6,0.51,3,N,29777
0.91,1.6,0.51,4,N,29778
0.91,1.6,0.51,5,N,29779
0.91,1.6,0.6100000000000001,1,N,29780
0.91,1.6,0.6100000000000001,2,N,29781
0.91,1.6,0.6100000000000001,3,N,29782
