C_svc,C_lgs,alpha_nb,ngram,trained,indexing
3.4000000000000004,4.6000000000000005,1.01,1,N,62300
3.4000000000000004,4.6000000000000005,1.01,2,N,62301
3.4000000000000004,4.6000000000000005,1.01,3,N,62302
3.4000000000000004,4.6000000000000005,1.01,4,N,62303
3.4000000000000004,4.6000000000000005,1.01,5,N,62304
3.4000000000000004,4.6000000000000005,1.11,1,N,62305
3.4000000000000004,4.6000000000000005,1.11,2,N,62306
3.4000000000000004,4.6000000000000005,1.11,3,N,62307
3.4000000000000004,4.6000000000000005,1.11,4,N,62308
3.4000000000000004,4.6000000000000005,1.11,5,N,62309
3.4000000000000004,4.6000000000000005,1.3,1,N,62310
3.4000000000000004,4.6000000000000005,1.3,2,N,62311
3.4000000000000004,4.6000000000000005,1.3,3,N,62312
3.4000000000000004,4.6000000000000005,1.3,4,N,62313
3.4000000000000004,4.6000000000000005,1.3,5,N,62314
3.4000000000000004,4.6000000000000005,1.6,1,N,62315
3.4000000000000004,4.6000000000000005,1.6,2,N,62316
3.4000000000000004,4.6000000000000005,1.6,3,N,62317
3.4000000000000004,4.6000000000000005,1.6,4,N,62318
3.4000000000000004,4.6000000000000005,1.6,5,N,62319
3.4000000000000004,4.6000000000000005,1.9,1,N,62320
3.4000000000000004,4.6000000000000005,1.9,2,N,62321
3.4000000000000004,4.6000000000000005,1.9,3,N,62322
3.4000000000000004,4.6000000000000005,1.9,4,N,62323
3.4000000000000004,4.6000000000000005,1.9,5,N,62324
3.4000000000000004,4.6000000000000005,2.2,1,N,62325
3.4000000000000004,4.6000000000000005,2.2,2,N,62326
3.4000000000000004,4.6000000000000005,2.2,3,N,62327
3.4000000000000004,4.6000000000000005,2.2,4,N,62328
3.4000000000000004,4.6000000000000005,2.2,5,N,62329
3.4000000000000004,4.6000000000000005,2.5,1,N,62330
3.4000000000000004,4.6000000000000005,2.5,2,N,62331
3.4000000000000004,4.6000000000000005,2.5,3,N,62332
3.4000000000000004,4.6000000000000005,2.5,4,N,62333
3.4000000000000004,4.6000000000000005,2.5,5,N,62334
3.4000000000000004,4.6000000000000005,2.8000000000000003,1,N,62335
3.4000000000000004,4.6000000000000005,2.8000000000000003,2,N,62336
3.4000000000000004,4.6000000000000005,2.8000000000000003,3,N,62337
3.4000000000000004,4.6000000000000005,2.8000000000000003,4,N,62338
3.4000000000000004,4.6000000000000005,2.8000000000000003,5,N,62339
3.4000000000000004,4.6000000000000005,3.1000000000000005,1,N,62340
3.4000000000000004,4.6000000000000005,3.1000000000000005,2,N,62341
3.4000000000000004,4.6000000000000005,3.1000000000000005,3,N,62342
3.4000000000000004,4.6000000000000005,3.1000000000000005,4,N,62343
3.4000000000000004,4.6000000000000005,3.1000000000000005,5,N,62344
3.4000000000000004,4.6000000000000005,3.4000000000000004,1,N,62345
3.4000000000000004,4.6000000000000005,3.4000000000000004,2,N,62346
3.4000000000000004,4.6000000000000005,3.4000000000000004,3,N,62347
3.4000000000000004,4.6000000000000005,3.4000000000000004,4,N,62348
3.4000000000000004,4.6000000000000005,3.4000000000000004,5,N,62349
3.4000000000000004,4.6000000000000005,3.7,1,N,62350
3.4000000000000004,4.6000000000000005,3.7,2,N,62351
3.4000000000000004,4.6000000000000005,3.7,3,N,62352
3.4000000000000004,4.6000000000000005,3.7,4,N,62353
3.4000000000000004,4.6000000000000005,3.7,5,N,62354
3.4000000000000004,4.6000000000000005,4.0,1,N,62355
3.4000000000000004,4.6000000000000005,4.0,2,N,62356
3.4000000000000004,4.6000000000000005,4.0,3,N,62357
3.4000000000000004,4.6000000000000005,4.0,4,N,62358
3.4000000000000004,4.6000000000000005,4.0,5,N,62359
3.4000000000000004,4.6000000000000005,4.300000000000002,1,N,62360
3.4000000000000004,4.6000000000000005,4.300000000000002,2,N,62361
3.4000000000000004,4.6000000000000005,4.300000000000002,3,N,62362
3.4000000000000004,4.6000000000000005,4.300000000000002,4,N,62363
3.4000000000000004,4.6000000000000005,4.300000000000002,5,N,62364
3.4000000000000004,4.6000000000000005,4.6000000000000005,1,N,62365
3.4000000000000004,4.6000000000000005,4.6000000000000005,2,N,62366
3.4000000000000004,4.6000000000000005,4.6000000000000005,3,N,62367
3.4000000000000004,4.6000000000000005,4.6000000000000005,4,N,62368
3.4000000000000004,4.6000000000000005,4.6000000000000005,5,N,62369
3.4000000000000004,4.6000000000000005,4.9,1,N,62370
3.4000000000000004,4.6000000000000005,4.9,2,N,62371
3.4000000000000004,4.6000000000000005,4.9,3,N,62372
3.4000000000000004,4.6000000000000005,4.9,4,N,62373
3.4000000000000004,4.6000000000000005,4.9,5,N,62374
3.4000000000000004,4.9,0.01,1,N,62375
3.4000000000000004,4.9,0.01,2,N,62376
3.4000000000000004,4.9,0.01,3,N,62377
3.4000000000000004,4.9,0.01,4,N,62378
3.4000000000000004,4.9,0.01,5,N,62379
3.4000000000000004,4.9,0.11,1,N,62380
3.4000000000000004,4.9,0.11,2,N,62381
3.4000000000000004,4.9,0.11,3,N,62382
3.4000000000000004,4.9,0.11,4,N,62383
3.4000000000000004,4.9,0.11,5,N,62384
3.4000000000000004,4.9,0.21,1,N,62385
3.4000000000000004,4.9,0.21,2,N,62386
3.4000000000000004,4.9,0.21,3,N,62387
3.4000000000000004,4.9,0.21,4,N,62388
3.4000000000000004,4.9,0.21,5,N,62389
3.4000000000000004,4.9,0.31000000000000005,1,N,62390
3.4000000000000004,4.9,0.31000000000000005,2,N,62391
3.4000000000000004,4.9,0.31000000000000005,3,N,62392
3.4000000000000004,4.9,0.31000000000000005,4,N,62393
3.4000000000000004,4.9,0.31000000000000005,5,N,62394
3.4000000000000004,4.9,0.41,1,N,62395
3.4000000000000004,4.9,0.41,2,N,62396
3.4000000000000004,4.9,0.41,3,N,62397
3.4000000000000004,4.9,0.41,4,N,62398
3.4000000000000004,4.9,0.41,5,N,62399
3.4000000000000004,4.9,0.51,1,N,62400
3.4000000000000004,4.9,0.51,2,N,62401
3.4000000000000004,4.9,0.51,3,N,62402
3.4000000000000004,4.9,0.51,4,N,62403
3.4000000000000004,4.9,0.51,5,N,62404
3.4000000000000004,4.9,0.6100000000000001,1,N,62405
3.4000000000000004,4.9,0.6100000000000001,2,N,62406
3.4000000000000004,4.9,0.6100000000000001,3,N,62407
3.4000000000000004,4.9,0.6100000000000001,4,N,62408
3.4000000000000004,4.9,0.6100000000000001,5,N,62409
3.4000000000000004,4.9,0.7100000000000001,1,N,62410
3.4000000000000004,4.9,0.7100000000000001,2,N,62411
3.4000000000000004,4.9,0.7100000000000001,3,N,62412
3.4000000000000004,4.9,0.7100000000000001,4,N,62413
3.4000000000000004,4.9,0.7100000000000001,5,N,62414
3.4000000000000004,4.9,0.81,1,N,62415
3.4000000000000004,4.9,0.81,2,N,62416
3.4000000000000004,4.9,0.81,3,N,62417
3.4000000000000004,4.9,0.81,4,N,62418
3.4000000000000004,4.9,0.81,5,N,62419
3.4000000000000004,4.9,0.91,1,N,62420
3.4000000000000004,4.9,0.91,2,N,62421
3.4000000000000004,4.9,0.91,3,N,62422
3.4000000000000004,4.9,0.91,4,N,62423
3.4000000000000004,4.9,0.91,5,N,62424
3.4000000000000004,4.9,1.01,1,N,62425
3.4000000000000004,4.9,1.01,2,N,62426
3.4000000000000004,4.9,1.01,3,N,62427
3.4000000000000004,4.9,1.01,4,N,62428
3.4000000000000004,4.9,1.01,5,N,62429
3.4000000000000004,4.9,1.11,1,N,62430
3.4000000000000004,4.9,1.11,2,N,62431
3.4000000000000004,4.9,1.11,3,N,62432
3.4000000000000004,4.9,1.11,4,N,62433
3.4000000000000004,4.9,1.11,5,N,62434
3.4000000000000004,4.9,1.3,1,N,62435
3.4000000000000004,4.9,1.3,2,N,62436
3.4000000000000004,4.9,1.3,3,N,62437
3.4000000000000004,4.9,1.3,4,N,62438
3.4000000000000004,4.9,1.3,5,N,62439
3.4000000000000004,4.9,1.6,1,N,62440
3.4000000000000004,4.9,1.6,2,N,62441
3.4000000000000004,4.9,1.6,3,N,62442
3.4000000000000004,4.9,1.6,4,N,62443
3.4000000000000004,4.9,1.6,5,N,62444
3.4000000000000004,4.9,1.9,1,N,62445
3.4000000000000004,4.9,1.9,2,N,62446
3.4000000000000004,4.9,1.9,3,N,62447
3.4000000000000004,4.9,1.9,4,N,62448
3.4000000000000004,4.9,1.9,5,N,62449
3.4000000000000004,4.9,2.2,1,N,62450
3.4000000000000004,4.9,2.2,2,N,62451
3.4000000000000004,4.9,2.2,3,N,62452
3.4000000000000004,4.9,2.2,4,N,62453
3.4000000000000004,4.9,2.2,5,N,62454
3.4000000000000004,4.9,2.5,1,N,62455
3.4000000000000004,4.9,2.5,2,N,62456
3.4000000000000004,4.9,2.5,3,N,62457
3.4000000000000004,4.9,2.5,4,N,62458
3.4000000000000004,4.9,2.5,5,N,62459
3.4000000000000004,4.9,2.8000000000000003,1,N,62460
3.4000000000000004,4.9,2.8000000000000003,2,N,62461
3.4000000000000004,4.9,2.8000000000000003,3,N,62462
3.4000000000000004,4.9,2.8000000000000003,4,N,62463
3.4000000000000004,4.9,2.8000000000000003,5,N,62464
3.4000000000000004,4.9,3.1000000000000005,1,N,62465
3.4000000000000004,4.9,3.1000000000000005,2,N,62466
3.4000000000000004,4.9,3.1000000000000005,3,N,62467
3.4000000000000004,4.9,3.1000000000000005,4,N,62468
3.4000000000000004,4.9,3.1000000000000005,5,N,62469
3.4000000000000004,4.9,3.4000000000000004,1,N,62470
3.4000000000000004,4.9,3.4000000000000004,2,N,62471
3.4000000000000004,4.9,3.4000000000000004,3,N,62472
3.4000000000000004,4.9,3.4000000000000004,4,N,62473
3.4000000000000004,4.9,3.4000000000000004,5,N,62474
3.4000000000000004,4.9,3.7,1,N,62475
3.4000000000000004,4.9,3.7,2,N,62476
3.4000000000000004,4.9,3.7,3,N,62477
3.4000000000000004,4.9,3.7,4,N,62478
3.4000000000000004,4.9,3.7,5,N,62479
3.4000000000000004,4.9,4.0,1,N,62480
3.4000000000000004,4.9,4.0,2,N,62481
3.4000000000000004,4.9,4.0,3,N,62482
3.4000000000000004,4.9,4.0,4,N,62483
3.4000000000000004,4.9,4.0,5,N,62484
3.4000000000000004,4.9,4.300000000000002,1,N,62485
3.4000000000000004,4.9,4.300000000000002,2,N,62486
3.4000000000000004,4.9,4.300000000000002,3,N,62487
3.4000000000000004,4.9,4.300000000000002,4,N,62488
3.4000000000000004,4.9,4.300000000000002,5,N,62489
3.4000000000000004,4.9,4.6000000000000005,1,N,62490
3.4000000000000004,4.9,4.6000000000000005,2,N,62491
3.4000000000000004,4.9,4.6000000000000005,3,N,62492
3.4000000000000004,4.9,4.6000000000000005,4,N,62493
3.4000000000000004,4.9,4.6000000000000005,5,N,62494
3.4000000000000004,4.9,4.9,1,N,62495
3.4000000000000004,4.9,4.9,2,N,62496
3.4000000000000004,4.9,4.9,3,N,62497
3.4000000000000004,4.9,4.9,4,N,62498
3.4000000000000004,4.9,4.9,5,N,62499
3.7,0.01,0.01,1,N,62500
3.7,0.01,0.01,2,N,62501
3.7,0.01,0.01,3,N,62502
3.7,0.01,0.01,4,N,62503
3.7,0.01,0.01,5,N,62504
3.7,0.01,0.11,1,N,62505
3.7,0.01,0.11,2,N,62506
3.7,0.01,0.11,3,N,62507
3.7,0.01,0.11,4,N,62508
3.7,0.01,0.11,5,N,62509
3.7,0.01,0.21,1,N,62510
3.7,0.01,0.21,2,N,62511
3.7,0.01,0.21,3,N,62512
3.7,0.01,0.21,4,N,62513
3.7,0.01,0.21,5,N,62514
3.7,0.01,0.31000000000000005,1,N,62515
3.7,0.01,0.31000000000000005,2,N,62516
3.7,0.01,0.31000000000000005,3,N,62517
3.7,0.01,0.31000000000000005,4,N,62518
3.7,0.01,0.31000000000000005,5,N,62519
3.7,0.01,0.41,1,N,62520
3.7,0.01,0.41,2,N,62521
3.7,0.01,0.41,3,N,62522
3.7,0.01,0.41,4,N,62523
3.7,0.01,0.41,5,N,62524
3.7,0.01,0.51,1,N,62525
3.7,0.01,0.51,2,N,62526
3.7,0.01,0.51,3,N,62527
3.7,0.01,0.51,4,N,62528
3.7,0.01,0.51,5,N,62529
3.7,0.01,0.6100000000000001,1,N,62530
3.7,0.01,0.6100000000000001,2,N,62531
3.7,0.01,0.6100000000000001,3,N,62532
3.7,0.01,0.6100000000000001,4,N,62533
3.7,0.01,0.6100000000000001,5,N,62534
3.7,0.01,0.7100000000000001,1,N,62535
3.7,0.01,0.7100000000000001,2,N,62536
3.7,0.01,0.7100000000000001,3,N,62537
3.7,0.01,0.7100000000000001,4,N,62538
3.7,0.01,0.7100000000000001,5,N,62539
3.7,0.01,0.81,1,N,62540
3.7,0.01,0.81,2,N,62541
3.7,0.01,0.81,3,N,62542
3.7,0.01,0.81,4,N,62543
3.7,0.01,0.81,5,N,62544
3.7,0.01,0.91,1,N,62545
3.7,0.01,0.91,2,N,62546
3.7,0.01,0.91,3,N,62547
3.7,0.01,0.91,4,N,62548
3.7,0.01,0.91,5,N,62549
3.7,0.01,1.01,1,N,62550
3.7,0.01,1.01,2,N,62551
3.7,0.01,1.01,3,N,62552
3.7,0.01,1.01,4,N,62553
3.7,0.01,1.01,5,N,62554
3.7,0.01,1.11,1,N,62555
3.7,0.01,1.11,2,N,62556
3.7,0.01,1.11,3,N,62557
3.7,0.01,1.11,4,N,62558
3.7,0.01,1.11,5,N,62559
3.7,0.01,1.3,1,N,62560
3.7,0.01,1.3,2,N,62561
3.7,0.01,1.3,3,N,62562
3.7,0.01,1.3,4,N,62563
3.7,0.01,1.3,5,N,62564
3.7,0.01,1.6,1,N,62565
3.7,0.01,1.6,2,N,62566
3.7,0.01,1.6,3,N,62567
3.7,0.01,1.6,4,N,62568
3.7,0.01,1.6,5,N,62569
3.7,0.01,1.9,1,N,62570
3.7,0.01,1.9,2,N,62571
3.7,0.01,1.9,3,N,62572
3.7,0.01,1.9,4,N,62573
3.7,0.01,1.9,5,N,62574
3.7,0.01,2.2,1,N,62575
3.7,0.01,2.2,2,N,62576
3.7,0.01,2.2,3,N,62577
3.7,0.01,2.2,4,N,62578
3.7,0.01,2.2,5,N,62579
3.7,0.01,2.5,1,N,62580
3.7,0.01,2.5,2,N,62581
3.7,0.01,2.5,3,N,62582
3.7,0.01,2.5,4,N,62583
3.7,0.01,2.5,5,N,62584
3.7,0.01,2.8000000000000003,1,N,62585
3.7,0.01,2.8000000000000003,2,N,62586
3.7,0.01,2.8000000000000003,3,N,62587
3.7,0.01,2.8000000000000003,4,N,62588
3.7,0.01,2.8000000000000003,5,N,62589
3.7,0.01,3.1000000000000005,1,N,62590
3.7,0.01,3.1000000000000005,2,N,62591
3.7,0.01,3.1000000000000005,3,N,62592
3.7,0.01,3.1000000000000005,4,N,62593
3.7,0.01,3.1000000000000005,5,N,62594
3.7,0.01,3.4000000000000004,1,N,62595
3.7,0.01,3.4000000000000004,2,N,62596
3.7,0.01,3.4000000000000004,3,N,62597
3.7,0.01,3.4000000000000004,4,N,62598
3.7,0.01,3.4000000000000004,5,N,62599
3.7,0.01,3.7,1,N,62600
3.7,0.01,3.7,2,N,62601
3.7,0.01,3.7,3,N,62602
3.7,0.01,3.7,4,N,62603
3.7,0.01,3.7,5,N,62604
3.7,0.01,4.0,1,N,62605
3.7,0.01,4.0,2,N,62606
3.7,0.01,4.0,3,N,62607
3.7,0.01,4.0,4,N,62608
3.7,0.01,4.0,5,N,62609
3.7,0.01,4.300000000000002,1,N,62610
3.7,0.01,4.300000000000002,2,N,62611
3.7,0.01,4.300000000000002,3,N,62612
3.7,0.01,4.300000000000002,4,N,62613
3.7,0.01,4.300000000000002,5,N,62614
3.7,0.01,4.6000000000000005,1,N,62615
3.7,0.01,4.6000000000000005,2,N,62616
3.7,0.01,4.6000000000000005,3,N,62617
3.7,0.01,4.6000000000000005,4,N,62618
3.7,0.01,4.6000000000000005,5,N,62619
3.7,0.01,4.9,1,N,62620
3.7,0.01,4.9,2,N,62621
3.7,0.01,4.9,3,N,62622
3.7,0.01,4.9,4,N,62623
3.7,0.01,4.9,5,N,62624
3.7,0.11,0.01,1,N,62625
3.7,0.11,0.01,2,N,62626
3.7,0.11,0.01,3,N,62627
3.7,0.11,0.01,4,N,62628
3.7,0.11,0.01,5,N,62629
3.7,0.11,0.11,1,N,62630
3.7,0.11,0.11,2,N,62631
3.7,0.11,0.11,3,N,62632
3.7,0.11,0.11,4,N,62633
3.7,0.11,0.11,5,N,62634
3.7,0.11,0.21,1,N,62635
3.7,0.11,0.21,2,N,62636
3.7,0.11,0.21,3,N,62637
3.7,0.11,0.21,4,N,62638
3.7,0.11,0.21,5,N,62639
3.7,0.11,0.31000000000000005,1,N,62640
3.7,0.11,0.31000000000000005,2,N,62641
3.7,0.11,0.31000000000000005,3,N,62642
3.7,0.11,0.31000000000000005,4,N,62643
3.7,0.11,0.31000000000000005,5,N,62644
3.7,0.11,0.41,1,N,62645
3.7,0.11,0.41,2,N,62646
3.7,0.11,0.41,3,N,62647
3.7,0.11,0.41,4,N,62648
3.7,0.11,0.41,5,N,62649
3.7,0.11,0.51,1,N,62650
3.7,0.11,0.51,2,N,62651
3.7,0.11,0.51,3,N,62652
3.7,0.11,0.51,4,N,62653
3.7,0.11,0.51,5,N,62654
3.7,0.11,0.6100000000000001,1,N,62655
3.7,0.11,0.6100000000000001,2,N,62656
3.7,0.11,0.6100000000000001,3,N,62657
3.7,0.11,0.6100000000000001,4,N,62658
3.7,0.11,0.6100000000000001,5,N,62659
3.7,0.11,0.7100000000000001,1,N,62660
3.7,0.11,0.7100000000000001,2,N,62661
3.7,0.11,0.7100000000000001,3,N,62662
3.7,0.11,0.7100000000000001,4,N,62663
3.7,0.11,0.7100000000000001,5,N,62664
3.7,0.11,0.81,1,N,62665
3.7,0.11,0.81,2,N,62666
3.7,0.11,0.81,3,N,62667
3.7,0.11,0.81,4,N,62668
3.7,0.11,0.81,5,N,62669
3.7,0.11,0.91,1,N,62670
3.7,0.11,0.91,2,N,62671
3.7,0.11,0.91,3,N,62672
3.7,0.11,0.91,4,N,62673
3.7,0.11,0.91,5,N,62674
3.7,0.11,1.01,1,N,62675
3.7,0.11,1.01,2,N,62676
3.7,0.11,1.01,3,N,62677
3.7,0.11,1.01,4,N,62678
3.7,0.11,1.01,5,N,62679
3.7,0.11,1.11,1,N,62680
3.7,0.11,1.11,2,N,62681
3.7,0.11,1.11,3,N,62682
3.7,0.11,1.11,4,N,62683
3.7,0.11,1.11,5,N,62684
3.7,0.11,1.3,1,N,62685
3.7,0.11,1.3,2,N,62686
3.7,0.11,1.3,3,N,62687
3.7,0.11,1.3,4,N,62688
3.7,0.11,1.3,5,N,62689
3.7,0.11,1.6,1,N,62690
3.7,0.11,1.6,2,N,62691
3.7,0.11,1.6,3,N,62692
3.7,0.11,1.6,4,N,62693
3.7,0.11,1.6,5,N,62694
3.7,0.11,1.9,1,N,62695
3.7,0.11,1.9,2,N,62696
3.7,0.11,1.9,3,N,62697
3.7,0.11,1.9,4,N,62698
3.7,0.11,1.9,5,N,62699
3.7,0.11,2.2,1,N,62700
3.7,0.11,2.2,2,N,62701
3.7,0.11,2.2,3,N,62702
3.7,0.11,2.2,4,N,62703
3.7,0.11,2.2,5,N,62704
3.7,0.11,2.5,1,N,62705
3.7,0.11,2.5,2,N,62706
3.7,0.11,2.5,3,N,62707
3.7,0.11,2.5,4,N,62708
3.7,0.11,2.5,5,N,62709
3.7,0.11,2.8000000000000003,1,N,62710
3.7,0.11,2.8000000000000003,2,N,62711
3.7,0.11,2.8000000000000003,3,N,62712
3.7,0.11,2.8000000000000003,4,N,62713
3.7,0.11,2.8000000000000003,5,N,62714
3.7,0.11,3.1000000000000005,1,N,62715
3.7,0.11,3.1000000000000005,2,N,62716
3.7,0.11,3.1000000000000005,3,N,62717
3.7,0.11,3.1000000000000005,4,N,62718
3.7,0.11,3.1000000000000005,5,N,62719
3.7,0.11,3.4000000000000004,1,N,62720
3.7,0.11,3.4000000000000004,2,N,62721
3.7,0.11,3.4000000000000004,3,N,62722
3.7,0.11,3.4000000000000004,4,N,62723
3.7,0.11,3.4000000000000004,5,N,62724
3.7,0.11,3.7,1,N,62725
3.7,0.11,3.7,2,N,62726
3.7,0.11,3.7,3,N,62727
3.7,0.11,3.7,4,N,62728
3.7,0.11,3.7,5,N,62729
3.7,0.11,4.0,1,N,62730
3.7,0.11,4.0,2,N,62731
3.7,0.11,4.0,3,N,62732
3.7,0.11,4.0,4,N,62733
3.7,0.11,4.0,5,N,62734
3.7,0.11,4.300000000000002,1,N,62735
3.7,0.11,4.300000000000002,2,N,62736
3.7,0.11,4.300000000000002,3,N,62737
3.7,0.11,4.300000000000002,4,N,62738
3.7,0.11,4.300000000000002,5,N,62739
3.7,0.11,4.6000000000000005,1,N,62740
3.7,0.11,4.6000000000000005,2,N,62741
3.7,0.11,4.6000000000000005,3,N,62742
3.7,0.11,4.6000000000000005,4,N,62743
3.7,0.11,4.6000000000000005,5,N,62744
3.7,0.11,4.9,1,N,62745
3.7,0.11,4.9,2,N,62746
3.7,0.11,4.9,3,N,62747
3.7,0.11,4.9,4,N,62748
3.7,0.11,4.9,5,N,62749
3.7,0.21,0.01,1,N,62750
3.7,0.21,0.01,2,N,62751
3.7,0.21,0.01,3,N,62752
3.7,0.21,0.01,4,N,62753
3.7,0.21,0.01,5,N,62754
3.7,0.21,0.11,1,N,62755
3.7,0.21,0.11,2,N,62756
3.7,0.21,0.11,3,N,62757
3.7,0.21,0.11,4,N,62758
3.7,0.21,0.11,5,N,62759
3.7,0.21,0.21,1,N,62760
3.7,0.21,0.21,2,N,62761
3.7,0.21,0.21,3,N,62762
3.7,0.21,0.21,4,N,62763
3.7,0.21,0.21,5,N,62764
3.7,0.21,0.31000000000000005,1,N,62765
3.7,0.21,0.31000000000000005,2,N,62766
3.7,0.21,0.31000000000000005,3,N,62767
3.7,0.21,0.31000000000000005,4,N,62768
3.7,0.21,0.31000000000000005,5,N,62769
3.7,0.21,0.41,1,N,62770
3.7,0.21,0.41,2,N,62771
3.7,0.21,0.41,3,N,62772
3.7,0.21,0.41,4,N,62773
3.7,0.21,0.41,5,N,62774
3.7,0.21,0.51,1,N,62775
3.7,0.21,0.51,2,N,62776
3.7,0.21,0.51,3,N,62777
3.7,0.21,0.51,4,N,62778
3.7,0.21,0.51,5,N,62779
3.7,0.21,0.6100000000000001,1,N,62780
3.7,0.21,0.6100000000000001,2,N,62781
3.7,0.21,0.6100000000000001,3,N,62782
3.7,0.21,0.6100000000000001,4,N,62783
3.7,0.21,0.6100000000000001,5,N,62784
3.7,0.21,0.7100000000000001,1,N,62785
3.7,0.21,0.7100000000000001,2,N,62786
3.7,0.21,0.7100000000000001,3,N,62787
3.7,0.21,0.7100000000000001,4,N,62788
3.7,0.21,0.7100000000000001,5,N,62789
3.7,0.21,0.81,1,N,62790
3.7,0.21,0.81,2,N,62791
3.7,0.21,0.81,3,N,62792
3.7,0.21,0.81,4,N,62793
3.7,0.21,0.81,5,N,62794
3.7,0.21,0.91,1,N,62795
3.7,0.21,0.91,2,N,62796
3.7,0.21,0.91,3,N,62797
3.7,0.21,0.91,4,N,62798
3.7,0.21,0.91,5,N,62799
3.7,0.21,1.01,1,N,62800
3.7,0.21,1.01,2,N,62801
3.7,0.21,1.01,3,N,62802
3.7,0.21,1.01,4,N,62803
3.7,0.21,1.01,5,N,62804
3.7,0.21,1.11,1,N,62805
3.7,0.21,1.11,2,N,62806
3.7,0.21,1.11,3,N,62807
3.7,0.21,1.11,4,N,62808
3.7,0.21,1.11,5,N,62809
3.7,0.21,1.3,1,N,62810
3.7,0.21,1.3,2,N,62811
3.7,0.21,1.3,3,N,62812
3.7,0.21,1.3,4,N,62813
3.7,0.21,1.3,5,N,62814
3.7,0.21,1.6,1,N,62815
3.7,0.21,1.6,2,N,62816
3.7,0.21,1.6,3,N,62817
3.7,0.21,1.6,4,N,62818
3.7,0.21,1.6,5,N,62819
3.7,0.21,1.9,1,N,62820
3.7,0.21,1.9,2,N,62821
3.7,0.21,1.9,3,N,62822
3.7,0.21,1.9,4,N,62823
3.7,0.21,1.9,5,N,62824
3.7,0.21,2.2,1,N,62825
3.7,0.21,2.2,2,N,62826
3.7,0.21,2.2,3,N,62827
3.7,0.21,2.2,4,N,62828
3.7,0.21,2.2,5,N,62829
3.7,0.21,2.5,1,N,62830
3.7,0.21,2.5,2,N,62831
3.7,0.21,2.5,3,N,62832
3.7,0.21,2.5,4,N,62833
3.7,0.21,2.5,5,N,62834
3.7,0.21,2.8000000000000003,1,N,62835
3.7,0.21,2.8000000000000003,2,N,62836
3.7,0.21,2.8000000000000003,3,N,62837
3.7,0.21,2.8000000000000003,4,N,62838
3.7,0.21,2.8000000000000003,5,N,62839
3.7,0.21,3.1000000000000005,1,N,62840
3.7,0.21,3.1000000000000005,2,N,62841
3.7,0.21,3.1000000000000005,3,N,62842
3.7,0.21,3.1000000000000005,4,N,62843
3.7,0.21,3.1000000000000005,5,N,62844
3.7,0.21,3.4000000000000004,1,N,62845
3.7,0.21,3.4000000000000004,2,N,62846
3.7,0.21,3.4000000000000004,3,N,62847
3.7,0.21,3.4000000000000004,4,N,62848
3.7,0.21,3.4000000000000004,5,N,62849
3.7,0.21,3.7,1,N,62850
3.7,0.21,3.7,2,N,62851
3.7,0.21,3.7,3,N,62852
3.7,0.21,3.7,4,N,62853
3.7,0.21,3.7,5,N,62854
3.7,0.21,4.0,1,N,62855
3.7,0.21,4.0,2,N,62856
3.7,0.21,4.0,3,N,62857
3.7,0.21,4.0,4,N,62858
3.7,0.21,4.0,5,N,62859
3.7,0.21,4.300000000000002,1,N,62860
3.7,0.21,4.300000000000002,2,N,62861
3.7,0.21,4.300000000000002,3,N,62862
3.7,0.21,4.300000000000002,4,N,62863
3.7,0.21,4.300000000000002,5,N,62864
3.7,0.21,4.6000000000000005,1,N,62865
3.7,0.21,4.6000000000000005,2,N,62866
3.7,0.21,4.6000000000000005,3,N,62867
3.7,0.21,4.6000000000000005,4,N,62868
3.7,0.21,4.6000000000000005,5,N,62869
3.7,0.21,4.9,1,N,62870
3.7,0.21,4.9,2,N,62871
3.7,0.21,4.9,3,N,62872
3.7,0.21,4.9,4,N,62873
3.7,0.21,4.9,5,N,62874
3.7,0.31000000000000005,0.01,1,N,62875
3.7,0.31000000000000005,0.01,2,N,62876
3.7,0.31000000000000005,0.01,3,N,62877
3.7,0.31000000000000005,0.01,4,N,62878
3.7,0.31000000000000005,0.01,5,N,62879
3.7,0.31000000000000005,0.11,1,N,62880
3.7,0.31000000000000005,0.11,2,N,62881
3.7,0.31000000000000005,0.11,3,N,62882
3.7,0.31000000000000005,0.11,4,N,62883
3.7,0.31000000000000005,0.11,5,N,62884
3.7,0.31000000000000005,0.21,1,N,62885
3.7,0.31000000000000005,0.21,2,N,62886
3.7,0.31000000000000005,0.21,3,N,62887
3.7,0.31000000000000005,0.21,4,N,62888
3.7,0.31000000000000005,0.21,5,N,62889
3.7,0.31000000000000005,0.31000000000000005,1,N,62890
3.7,0.31000000000000005,0.31000000000000005,2,N,62891
3.7,0.31000000000000005,0.31000000000000005,3,N,62892
