C_svc,C_lgs,alpha_nb,ngram,trained,indexing
3.7,0.31000000000000005,0.31000000000000005,4,N,62893
3.7,0.31000000000000005,0.31000000000000005,5,N,62894
3.7,0.31000000000000005,0.41,1,N,62895
3.7,0.31000000000000005,0.41,2,N,62896
3.7,0.31000000000000005,0.41,3,N,62897
3.7,0.31000000000000005,0.41,4,N,62898
3.7,0.31000000000000005,0.41,5,N,62899
3.7,0.31000000000000005,0.51,1,N,62900
3.7,0.31000000000000005,0.51,2,N,62901
3.7,0.31000000000000005,0.51,3,N,62902
3.7,0.31000000000000005,0.51,4,N,62903
3.7,0.31000000000000005,0.51,5,N,62904
3.7,0.31000000000000005,0.6100000000000001,1,N,62905
3.7,0.31000000000000005,0.6100000000000001,2,N,62906
3.7,0.31000000000000005,0.6100000000000001,3,N,62907
3.7,0.31000000000000005,0.6100000000000001,4,N,62908
3.7,0.31000000000000005,0.6100000000000001,5,N,62909
3.7,0.31000000000000005,0.7100000000000001,1,N,62910
3.7,0.31000000000000005,0.7100000000000001,2,N,62911
3.7,0.31000000000000005,0.7100000000000001,3,N,62912
3.7,0.31000000000000005,0.7100000000000001,4,N,62913
3.7,0.31000000000000005,0.7100000000000001,5,N,62914
3.7,0.31000000000000005,0.81,1,N,62915
3.7,0.31000000000000005,0.81,2,N,62916
3.7,0.31000000000000005,0.81,3,N,62917
3.7,0.31000000000000005,0.81,4,N,62918
3.7,0.31000000000000005,0.81,5,N,62919
3.7,0.31000000000000005,0.91,1,N,62920
3.7,0.31000000000000005,0.91,2,N,62921
3.7,0.31000000000000005,0.91,3,N,62922
3.7,0.31000000000000005,0.91,4,N,62923
3.7,0.31000000000000005,0.91,5,N,62924
3.7,0.31000000000000005,1.01,1,N,62925
3.7,0.31000000000000005,1.01,2,N,62926
3.7,0.31000000000000005,1.01,3,N,62927
3.7,0.31000000000000005,1.01,4,N,62928
3.7,0.31000000000000005,1.01,5,N,62929
3.7,0.31000000000000005,1.11,1,N,62930
3.7,0.31000000000000005,1.11,2,N,62931
3.7,0.31000000000000005,1.11,3,N,62932
3.7,0.31000000000000005,1.11,4,N,62933
3.7,0.31000000000000005,1.11,5,N,62934
3.7,0.31000000000000005,1.3,1,N,62935
3.7,0.31000000000000005,1.3,2,N,62936
3.7,0.31000000000000005,1.3,3,N,62937
3.7,0.31000000000000005,1.3,4,N,62938
3.7,0.31000000000000005,1.3,5,N,62939
3.7,0.31000000000000005,1.6,1,N,62940
3.7,0.31000000000000005,1.6,2,N,62941
3.7,0.31000000000000005,1.6,3,N,62942
3.7,0.31000000000000005,1.6,4,N,62943
3.7,0.31000000000000005,1.6,5,N,62944
3.7,0.31000000000000005,1.9,1,N,62945
3.7,0.31000000000000005,1.9,2,N,62946
3.7,0.31000000000000005,1.9,3,N,62947
3.7,0.31000000000000005,1.9,4,N,62948
3.7,0.31000000000000005,1.9,5,N,62949
3.7,0.31000000000000005,2.2,1,N,62950
3.7,0.31000000000000005,2.2,2,N,62951
3.7,0.31000000000000005,2.2,3,N,62952
3.7,0.31000000000000005,2.2,4,N,62953
3.7,0.31000000000000005,2.2,5,N,62954
3.7,0.31000000000000005,2.5,1,N,62955
3.7,0.31000000000000005,2.5,2,N,62956
3.7,0.31000000000000005,2.5,3,N,62957
3.7,0.31000000000000005,2.5,4,N,62958
3.7,0.31000000000000005,2.5,5,N,62959
3.7,0.31000000000000005,2.8000000000000003,1,N,62960
3.7,0.31000000000000005,2.8000000000000003,2,N,62961
3.7,0.31000000000000005,2.8000000000000003,3,N,62962
3.7,0.31000000000000005,2.8000000000000003,4,N,62963
3.7,0.31000000000000005,2.8000000000000003,5,N,62964
3.7,0.31000000000000005,3.1000000000000005,1,N,62965
3.7,0.31000000000000005,3.1000000000000005,2,N,62966
3.7,0.31000000000000005,3.1000000000000005,3,N,62967
3.7,0.31000000000000005,3.1000000000000005,4,N,62968
3.7,0.31000000000000005,3.1000000000000005,5,N,62969
3.7,0.31000000000000005,3.4000000000000004,1,N,62970
3.7,0.31000000000000005,3.4000000000000004,2,N,62971
3.7,0.31000000000000005,3.4000000000000004,3,N,62972
3.7,0.31000000000000005,3.4000000000000004,4,N,62973
3.7,0.31000000000000005,3.4000000000000004,5,N,62974
3.7,0.31000000000000005,3.7,1,N,62975
3.7,0.31000000000000005,3.7,2,N,62976
3.7,0.31000000000000005,3.7,3,N,62977
3.7,0.31000000000000005,3.7,4,N,62978
3.7,0.31000000000000005,3.7,5,N,62979
3.7,0.31000000000000005,4.0,1,N,62980
3.7,0.31000000000000005,4.0,2,N,62981
3.7,0.31000000000000005,4.0,3,N,62982
3.7,0.31000000000000005,4.0,4,N,62983
3.7,0.31000000000000005,4.0,5,N,62984
3.7,0.31000000000000005,4.300000000000002,1,N,62985
3.7,0.31000000000000005,4.300000000000002,2,N,62986
3.7,0.31000000000000005,4.300000000000002,3,N,62987
3.7,0.31000000000000005,4.300000000000002,4,N,62988
3.7,0.31000000000000005,4.300000000000002,5,N,62989
3.7,0.31000000000000005,4.6000000000000005,1,N,62990
3.7,0.31000000000000005,4.6000000000000005,2,N,62991
3.7,0.31000000000000005,4.6000000000000005,3,N,62992
3.7,0.31000000000000005,4.6000000000000005,4,N,62993
3.7,0.31000000000000005,4.6000000000000005,5,N,62994
3.7,0.31000000000000005,4.9,1,N,62995
3.7,0.31000000000000005,4.9,2,N,62996
3.7,0.31000000000000005,4.9,3,N,62997
3.7,0.31000000000000005,4.9,4,N,62998
3.7,0.31000000000000005,4.9,5,N,62999
3.7,0.41,0.01,1,N,63000
3.7,0.41,0.01,2,N,63001
3.7,0.41,0.01,3,N,63002
3.7,0.41,0.01,4,N,63003
3.7,0.41,0.01,5,N,63004
3.7,0.41,0.11,1,N,63005
3.7,0.41,0.11,2,N,63006
3.7,0.41,0.11,3,N,63007
3.7,0.41,0.11,4,N,63008
3.7,0.41,0.11,5,N,63009
3.7,0.41,0.21,1,N,63010
3.7,0.41,0.21,2,N,63011
3.7,0.41,0.21,3,N,63012
3.7,0.41,0.21,4,N,63013
3.7,0.41,0.21,5,N,63014
3.7,0.41,0.31000000000000005,1,N,63015
3.7,0.41,0.31000000000000005,2,N,63016
3.7,0.41,0.31000000000000005,3,N,63017
3.7,0.41,0.31000000000000005,4,N,63018
3.7,0.41,0.31000000000000005,5,N,63019
3.7,0.41,0.41,1,N,63020
3.7,0.41,0.41,2,N,63021
3.7,0.41,0.41,3,N,63022
3.7,0.41,0.41,4,N,63023
3.7,0.41,0.41,5,N,63024
3.7,0.41,0.51,1,N,63025
3.7,0.41,0.51,2,N,63026
3.7,0.41,0.51,3,N,63027
3.7,0.41,0.51,4,N,63028
3.7,0.41,0.51,5,N,63029
3.7,0.41,0.6100000000000001,1,N,63030
3.7,0.41,0.6100000000000001,2,N,63031
3.7,0.41,0.6100000000000001,3,N,63032
3.7,0.41,0.6100000000000001,4,N,63033
3.7,0.41,0.6100000000000001,5,N,63034
3.7,0.41,0.7100000000000001,1,N,63035
3.7,0.41,0.7100000000000001,2,N,63036
3.7,0.41,0.7100000000000001,3,N,63037
3.7,0.41,0.7100000000000001,4,N,63038
3.7,0.41,0.7100000000000001,5,N,63039
3.7,0.41,0.81,1,N,63040
3.7,0.41,0.81,2,N,63041
3.7,0.41,0.81,3,N,63042
3.7,0.41,0.81,4,N,63043
3.7,0.41,0.81,5,N,63044
3.7,0.41,0.91,1,N,63045
3.7,0.41,0.91,2,N,63046
3.7,0.41,0.91,3,N,63047
3.7,0.41,0.91,4,N,63048
3.7,0.41,0.91,5,N,63049
3.7,0.41,1.01,1,N,63050
3.7,0.41,1.01,2,N,63051
3.7,0.41,1.01,3,N,63052
3.7,0.41,1.01,4,N,63053
3.7,0.41,1.01,5,N,63054
3.7,0.41,1.11,1,N,63055
3.7,0.41,1.11,2,N,63056
3.7,0.41,1.11,3,N,63057
3.7,0.41,1.11,4,N,63058
3.7,0.41,1.11,5,N,63059
3.7,0.41,1.3,1,N,63060
3.7,0.41,1.3,2,N,63061
3.7,0.41,1.3,3,N,63062
3.7,0.41,1.3,4,N,63063
3.7,0.41,1.3,5,N,63064
3.7,0.41,1.6,1,N,63065
3.7,0.41,1.6,2,N,63066
3.7,0.41,1.6,3,N,63067
3.7,0.41,1.6,4,N,63068
3.7,0.41,1.6,5,N,63069
3.7,0.41,1.9,1,N,63070
3.7,0.41,1.9,2,N,63071
3.7,0.41,1.9,3,N,63072
3.7,0.41,1.9,4,N,63073
3.7,0.41,1.9,5,N,63074
3.7,0.41,2.2,1,N,63075
3.7,0.41,2.2,2,N,63076
3.7,0.41,2.2,3,N,63077
3.7,0.41,2.2,4,N,63078
3.7,0.41,2.2,5,N,63079
3.7,0.41,2.5,1,N,63080
3.7,0.41,2.5,2,N,63081
3.7,0.41,2.5,3,N,63082
3.7,0.41,2.5,4,N,63083
3.7,0.41,2.5,5,N,63084
3.7,0.41,2.8000000000000003,1,N,63085
3.7,0.41,2.8000000000000003,2,N,63086
3.7,0.41,2.8000000000000003,3,N,63087
3.7,0.41,2.8000000000000003,4,N,63088
3.7,0.41,2.8000000000000003,5,N,63089
3.7,0.41,3.1000000000000005,1,N,63090
3.7,0.41,3.1000000000000005,2,N,63091
3.7,0.41,3.1000000000000005,3,N,63092
3.7,0.41,3.1000000000000005,4,N,63093
3.7,0.41,3.1000000000000005,5,N,63094
3.7,0.41,3.4000000000000004,1,N,63095
3.7,0.41,3.4000000000000004,2,N,63096
3.7,0.41,3.4000000000000004,3,N,63097
3.7,0.41,3.4000000000000004,4,N,63098
3.7,0.41,3.4000000000000004,5,N,63099
3.7,0.41,3.7,1,N,63100
3.7,0.41,3.7,2,N,63101
3.7,0.41,3.7,3,N,63102
3.7,0.41,3.7,4,N,63103
3.7,0.41,3.7,5,N,63104
3.7,0.41,4.0,1,N,63105
3.7,0.41,4.0,2,N,63106
3.7,0.41,4.0,3,N,63107
3.7,0.41,4.0,4,N,63108
3.7,0.41,4.0,5,N,63109
3.7,0.41,4.300000000000002,1,N,63110
3.7,0.41,4.300000000000002,2,N,63111
3.7,0.41,4.300000000000002,3,N,63112
3.7,0.41,4.300000000000002,4,N,63113
3.7,0.41,4.300000000000002,5,N,63114
3.7,0.41,4.6000000000000005,1,N,63115
3.7,0.41,4.6000000000000005,2,N,63116
3.7,0.41,4.6000000000000005,3,N,63117
3.7,0.41,4.6000000000000005,4,N,63118
3.7,0.41,4.6000000000000005,5,N,63119
3.7,0.41,4.9,1,N,63120
3.7,0.41,4.9,2,N,63121
3.7,0.41,4.9,3,N,63122
3.7,0.41,4.9,4,N,63123
3.7,0.41,4.9,5,N,63124
3.7,0.51,0.01,1,N,63125
3.7,0.51,0.01,2,N,63126
3.7,0.51,0.01,3,N,63127
3.7,0.51,0.01,4,N,63128
3.7,0.51,0.01,5,N,63129
3.7,0.51,0.11,1,N,63130
3.7,0.51,0.11,2,N,63131
3.7,0.51,0.11,3,N,63132
3.7,0.51,0.11,4,N,63133
3.7,0.51,0.11,5,N,63134
3.7,0.51,0.21,1,N,63135
3.7,0.51,0.21,2,N,63136
3.7,0.51,0.21,3,N,63137
3.7,0.51,0.21,4,N,63138
3.7,0.51,0.21,5,N,63139
3.7,0.51,0.31000000000000005,1,N,63140
3.7,0.51,0.31000000000000005,2,N,63141
3.7,0.51,0.31000000000000005,3,N,63142
3.7,0.51,0.31000000000000005,4,N,63143
3.7,0.51,0.31000000000000005,5,N,63144
3.7,0.51,0.41,1,N,63145
3.7,0.51,0.41,2,N,63146
3.7,0.51,0.41,3,N,63147
3.7,0.51,0.41,4,N,63148
3.7,0.51,0.41,5,N,63149
3.7,0.51,0.51,1,N,63150
3.7,0.51,0.51,2,N,63151
3.7,0.51,0.51,3,N,63152
3.7,0.51,0.51,4,N,63153
3.7,0.51,0.51,5,N,63154
3.7,0.51,0.6100000000000001,1,N,63155
3.7,0.51,0.6100000000000001,2,N,63156
3.7,0.51,0.6100000000000001,3,N,63157
3.7,0.51,0.6100000000000001,4,N,63158
3.7,0.51,0.6100000000000001,5,N,63159
3.7,0.51,0.7100000000000001,1,N,63160
3.7,0.51,0.7100000000000001,2,N,63161
3.7,0.51,0.7100000000000001,3,N,63162
3.7,0.51,0.7100000000000001,4,N,63163
3.7,0.51,0.7100000000000001,5,N,63164
3.7,0.51,0.81,1,N,63165
3.7,0.51,0.81,2,N,63166
3.7,0.51,0.81,3,N,63167
3.7,0.51,0.81,4,N,63168
3.7,0.51,0.81,5,N,63169
3.7,0.51,0.91,1,N,63170
3.7,0.51,0.91,2,N,63171
3.7,0.51,0.91,3,N,63172
3.7,0.51,0.91,4,N,63173
3.7,0.51,0.91,5,N,63174
3.7,0.51,1.01,1,N,63175
3.7,0.51,1.01,2,N,63176
3.7,0.51,1.01,3,N,63177
3.7,0.51,1.01,4,N,63178
3.7,0.51,1.01,5,N,63179
3.7,0.51,1.11,1,N,63180
3.7,0.51,1.11,2,N,63181
3.7,0.51,1.11,3,N,63182
3.7,0.51,1.11,4,N,63183
3.7,0.51,1.11,5,N,63184
3.7,0.51,1.3,1,N,63185
3.7,0.51,1.3,2,N,63186
3.7,0.51,1.3,3,N,63187
3.7,0.51,1.3,4,N,63188
3.7,0.51,1.3,5,N,63189
3.7,0.51,1.6,1,N,63190
3.7,0.51,1.6,2,N,63191
3.7,0.51,1.6,3,N,63192
3.7,0.51,1.6,4,N,63193
3.7,0.51,1.6,5,N,63194
3.7,0.51,1.9,1,N,63195
3.7,0.51,1.9,2,N,63196
3.7,0.51,1.9,3,N,63197
3.7,0.51,1.9,4,N,63198
3.7,0.51,1.9,5,N,63199
3.7,0.51,2.2,1,N,63200
3.7,0.51,2.2,2,N,63201
3.7,0.51,2.2,3,N,63202
3.7,0.51,2.2,4,N,63203
3.7,0.51,2.2,5,N,63204
3.7,0.51,2.5,1,N,63205
3.7,0.51,2.5,2,N,63206
3.7,0.51,2.5,3,N,63207
3.7,0.51,2.5,4,N,63208
3.7,0.51,2.5,5,N,63209
3.7,0.51,2.8000000000000003,1,N,63210
3.7,0.51,2.8000000000000003,2,N,63211
3.7,0.51,2.8000000000000003,3,N,63212
3.7,0.51,2.8000000000000003,4,N,63213
3.7,0.51,2.8000000000000003,5,N,63214
3.7,0.51,3.1000000000000005,1,N,63215
3.7,0.51,3.1000000000000005,2,N,63216
3.7,0.51,3.1000000000000005,3,N,63217
3.7,0.51,3.1000000000000005,4,N,63218
3.7,0.51,3.1000000000000005,5,N,63219
3.7,0.51,3.4000000000000004,1,N,63220
3.7,0.51,3.4000000000000004,2,N,63221
3.7,0.51,3.4000000000000004,3,N,63222
3.7,0.51,3.4000000000000004,4,N,63223
3.7,0.51,3.4000000000000004,5,N,63224
3.7,0.51,3.7,1,N,63225
3.7,0.51,3.7,2,N,63226
3.7,0.51,3.7,3,N,63227
3.7,0.51,3.7,4,N,63228
3.7,0.51,3.7,5,N,63229
3.7,0.51,4.0,1,N,63230
3.7,0.51,4.0,2,N,63231
3.7,0.51,4.0,3,N,63232
3.7,0.51,4.0,4,N,63233
3.7,0.51,4.0,5,N,63234
3.7,0.51,4.300000000000002,1,N,63235
3.7,0.51,4.300000000000002,2,N,63236
3.7,0.51,4.300000000000002,3,N,63237
3.7,0.51,4.300000000000002,4,N,63238
3.7,0.51,4.300000000000002,5,N,63239
3.7,0.51,4.6000000000000005,1,N,63240
3.7,0.51,4.6000000000000005,2,N,63241
3.7,0.51,4.6000000000000005,3,N,63242
3.7,0.51,4.6000000000000005,4,N,63243
3.7,0.51,4.6000000000000005,5,N,63244
3.7,0.51,4.9,1,N,63245
3.7,0.51,4.9,2,N,63246
3.7,0.51,4.9,3,N,63247
3.7,0.51,4.9,4,N,63248
3.7,0.51,4.9,5,N,63249
3.7,0.6100000000000001,0.01,1,N,63250
3.7,0.6100000000000001,0.01,2,N,63251
3.7,0.6100000000000001,0.01,3,N,63252
3.7,0.6100000000000001,0.01,4,N,63253
3.7,0.6100000000000001,0.01,5,N,63254
3.7,0.6100000000000001,0.11,1,N,63255
3.7,0.6100000000000001,0.11,2,N,63256
3.7,0.6100000000000001,0.11,3,N,63257
3.7,0.6100000000000001,0.11,4,N,63258
3.7,0.6100000000000001,0.11,5,N,63259
3.7,0.6100000000000001,0.21,1,N,63260
3.7,0.6100000000000001,0.21,2,N,63261
3.7,0.6100000000000001,0.21,3,N,63262
3.7,0.6100000000000001,0.21,4,N,63263
3.7,0.6100000000000001,0.21,5,N,63264
3.7,0.6100000000000001,0.31000000000000005,1,N,63265
3.7,0.6100000000000001,0.31000000000000005,2,N,63266
3.7,0.6100000000000001,0.31000000000000005,3,N,63267
3.7,0.6100000000000001,0.31000000000000005,4,N,63268
3.7,0.6100000000000001,0.31000000000000005,5,N,63269
3.7,0.6100000000000001,0.41,1,N,63270
3.7,0.6100000000000001,0.41,2,N,63271
3.7,0.6100000000000001,0.41,3,N,63272
3.7,0.6100000000000001,0.41,4,N,63273
3.7,0.6100000000000001,0.41,5,N,63274
3.7,0.6100000000000001,0.51,1,N,63275
3.7,0.6100000000000001,0.51,2,N,63276
3.7,0.6100000000000001,0.51,3,N,63277
3.7,0.6100000000000001,0.51,4,N,63278
3.7,0.6100000000000001,0.51,5,N,63279
3.7,0.6100000000000001,0.6100000000000001,1,N,63280
3.7,0.6100000000000001,0.6100000000000001,2,N,63281
3.7,0.6100000000000001,0.6100000000000001,3,N,63282
3.7,0.6100000000000001,0.6100000000000001,4,N,63283
3.7,0.6100000000000001,0.6100000000000001,5,N,63284
3.7,0.6100000000000001,0.7100000000000001,1,N,63285
3.7,0.6100000000000001,0.7100000000000001,2,N,63286
3.7,0.6100000000000001,0.7100000000000001,3,N,63287
3.7,0.6100000000000001,0.7100000000000001,4,N,63288
3.7,0.6100000000000001,0.7100000000000001,5,N,63289
3.7,0.6100000000000001,0.81,1,N,63290
3.7,0.6100000000000001,0.81,2,N,63291
3.7,0.6100000000000001,0.81,3,N,63292
3.7,0.6100000000000001,0.81,4,N,63293
3.7,0.6100000000000001,0.81,5,N,63294
3.7,0.6100000000000001,0.91,1,N,63295
3.7,0.6100000000000001,0.91,2,N,63296
3.7,0.6100000000000001,0.91,3,N,63297
3.7,0.6100000000000001,0.91,4,N,63298
3.7,0.6100000000000001,0.91,5,N,63299
3.7,0.6100000000000001,1.01,1,N,63300
3.7,0.6100000000000001,1.01,2,N,63301
3.7,0.6100000000000001,1.01,3,N,63302
3.7,0.6100000000000001,1.01,4,N,63303
3.7,0.6100000000000001,1.01,5,N,63304
3.7,0.6100000000000001,1.11,1,N,63305
3.7,0.6100000000000001,1.11,2,N,63306
3.7,0.6100000000000001,1.11,3,N,63307
3.7,0.6100000000000001,1.11,4,N,63308
3.7,0.6100000000000001,1.11,5,N,63309
3.7,0.6100000000000001,1.3,1,N,63310
3.7,0.6100000000000001,1.3,2,N,63311
3.7,0.6100000000000001,1.3,3,N,63312
3.7,0.6100000000000001,1.3,4,N,63313
3.7,0.6100000000000001,1.3,5,N,63314
3.7,0.6100000000000001,1.6,1,N,63315
3.7,0.6100000000000001,1.6,2,N,63316
3.7,0.6100000000000001,1.6,3,N,63317
3.7,0.6100000000000001,1.6,4,N,63318
3.7,0.6100000000000001,1.6,5,N,63319
3.7,0.6100000000000001,1.9,1,N,63320
3.7,0.6100000000000001,1.9,2,N,63321
3.7,0.6100000000000001,1.9,3,N,63322
3.7,0.6100000000000001,1.9,4,N,63323
3.7,0.6100000000000001,1.9,5,N,63324
3.7,0.6100000000000001,2.2,1,N,63325
3.7,0.6100000000000001,2.2,2,N,63326
3.7,0.6100000000000001,2.2,3,N,63327
3.7,0.6100000000000001,2.2,4,N,63328
3.7,0.6100000000000001,2.2,5,N,63329
3.7,0.6100000000000001,2.5,1,N,63330
3.7,0.6100000000000001,2.5,2,N,63331
3.7,0.6100000000000001,2.5,3,N,63332
3.7,0.6100000000000001,2.5,4,N,63333
3.7,0.6100000000000001,2.5,5,N,63334
3.7,0.6100000000000001,2.8000000000000003,1,N,63335
3.7,0.6100000000000001,2.8000000000000003,2,N,63336
3.7,0.6100000000000001,2.8000000000000003,3,N,63337
3.7,0.6100000000000001,2.8000000000000003,4,N,63338
3.7,0.6100000000000001,2.8000000000000003,5,N,63339
3.7,0.6100000000000001,3.1000000000000005,1,N,63340
3.7,0.6100000000000001,3.1000000000000005,2,N,63341
3.7,0.6100000000000001,3.1000000000000005,3,N,63342
3.7,0.6100000000000001,3.1000000000000005,4,N,63343
3.7,0.6100000000000001,3.1000000000000005,5,N,63344
3.7,0.6100000000000001,3.4000000000000004,1,N,63345
3.7,0.6100000000000001,3.4000000000000004,2,N,63346
3.7,0.6100000000000001,3.4000000000000004,3,N,63347
3.7,0.6100000000000001,3.4000000000000004,4,N,63348
3.7,0.6100000000000001,3.4000000000000004,5,N,63349
3.7,0.6100000000000001,3.7,1,N,63350
3.7,0.6100000000000001,3.7,2,N,63351
3.7,0.6100000000000001,3.7,3,N,63352
3.7,0.6100000000000001,3.7,4,N,63353
3.7,0.6100000000000001,3.7,5,N,63354
3.7,0.6100000000000001,4.0,1,N,63355
3.7,0.6100000000000001,4.0,2,N,63356
3.7,0.6100000000000001,4.0,3,N,63357
3.7,0.6100000000000001,4.0,4,N,63358
3.7,0.6100000000000001,4.0,5,N,63359
3.7,0.6100000000000001,4.300000000000002,1,N,63360
3.7,0.6100000000000001,4.300000000000002,2,N,63361
3.7,0.6100000000000001,4.300000000000002,3,N,63362
3.7,0.6100000000000001,4.300000000000002,4,N,63363
3.7,0.6100000000000001,4.300000000000002,5,N,63364
3.7,0.6100000000000001,4.6000000000000005,1,N,63365
3.7,0.6100000000000001,4.6000000000000005,2,N,63366
3.7,0.6100000000000001,4.6000000000000005,3,N,63367
3.7,0.6100000000000001,4.6000000000000005,4,N,63368
3.7,0.6100000000000001,4.6000000000000005,5,N,63369
3.7,0.6100000000000001,4.9,1,N,63370
3.7,0.6100000000000001,4.9,2,N,63371
3.7,0.6100000000000001,4.9,3,N,63372
3.7,0.6100000000000001,4.9,4,N,63373
3.7,0.6100000000000001,4.9,5,N,63374
3.7,0.7100000000000001,0.01,1,N,63375
3.7,0.7100000000000001,0.01,2,N,63376
3.7,0.7100000000000001,0.01,3,N,63377
3.7,0.7100000000000001,0.01,4,N,63378
3.7,0.7100000000000001,0.01,5,N,63379
3.7,0.7100000000000001,0.11,1,N,63380
3.7,0.7100000000000001,0.11,2,N,63381
3.7,0.7100000000000001,0.11,3,N,63382
3.7,0.7100000000000001,0.11,4,N,63383
3.7,0.7100000000000001,0.11,5,N,63384
3.7,0.7100000000000001,0.21,1,N,63385
3.7,0.7100000000000001,0.21,2,N,63386
3.7,0.7100000000000001,0.21,3,N,63387
3.7,0.7100000000000001,0.21,4,N,63388
3.7,0.7100000000000001,0.21,5,N,63389
3.7,0.7100000000000001,0.31000000000000005,1,N,63390
3.7,0.7100000000000001,0.31000000000000005,2,N,63391
3.7,0.7100000000000001,0.31000000000000005,3,N,63392
3.7,0.7100000000000001,0.31000000000000005,4,N,63393
3.7,0.7100000000000001,0.31000000000000005,5,N,63394
3.7,0.7100000000000001,0.41,1,N,63395
3.7,0.7100000000000001,0.41,2,N,63396
3.7,0.7100000000000001,0.41,3,N,63397
3.7,0.7100000000000001,0.41,4,N,63398
3.7,0.7100000000000001,0.41,5,N,63399
3.7,0.7100000000000001,0.51,1,N,63400
3.7,0.7100000000000001,0.51,2,N,63401
3.7,0.7100000000000001,0.51,3,N,63402
3.7,0.7100000000000001,0.51,4,N,63403
3.7,0.7100000000000001,0.51,5,N,63404
3.7,0.7100000000000001,0.6100000000000001,1,N,63405
3.7,0.7100000000000001,0.6100000000000001,2,N,63406
3.7,0.7100000000000001,0.6100000000000001,3,N,63407
3.7,0.7100000000000001,0.6100000000000001,4,N,63408
3.7,0.7100000000000001,0.6100000000000001,5,N,63409
3.7,0.7100000000000001,0.7100000000000001,1,N,63410
3.7,0.7100000000000001,0.7100000000000001,2,N,63411
3.7,0.7100000000000001,0.7100000000000001,3,N,63412
3.7,0.7100000000000001,0.7100000000000001,4,N,63413
3.7,0.7100000000000001,0.7100000000000001,5,N,63414
3.7,0.7100000000000001,0.81,1,N,63415
3.7,0.7100000000000001,0.81,2,N,63416
3.7,0.7100000000000001,0.81,3,N,63417
3.7,0.7100000000000001,0.81,4,N,63418
3.7,0.7100000000000001,0.81,5,N,63419
3.7,0.7100000000000001,0.91,1,N,63420
3.7,0.7100000000000001,0.91,2,N,63421
3.7,0.7100000000000001,0.91,3,N,63422
3.7,0.7100000000000001,0.91,4,N,63423
3.7,0.7100000000000001,0.91,5,N,63424
3.7,0.7100000000000001,1.01,1,N,63425
3.7,0.7100000000000001,1.01,2,N,63426
3.7,0.7100000000000001,1.01,3,N,63427
3.7,0.7100000000000001,1.01,4,N,63428
3.7,0.7100000000000001,1.01,5,N,63429
3.7,0.7100000000000001,1.11,1,N,63430
3.7,0.7100000000000001,1.11,2,N,63431
3.7,0.7100000000000001,1.11,3,N,63432
3.7,0.7100000000000001,1.11,4,N,63433
3.7,0.7100000000000001,1.11,5,N,63434
3.7,0.7100000000000001,1.3,1,N,63435
3.7,0.7100000000000001,1.3,2,N,63436
3.7,0.7100000000000001,1.3,3,N,63437
3.7,0.7100000000000001,1.3,4,N,63438
3.7,0.7100000000000001,1.3,5,N,63439
3.7,0.7100000000000001,1.6,1,N,63440
3.7,0.7100000000000001,1.6,2,N,63441
3.7,0.7100000000000001,1.6,3,N,63442
3.7,0.7100000000000001,1.6,4,N,63443
3.7,0.7100000000000001,1.6,5,N,63444
3.7,0.7100000000000001,1.9,1,N,63445
3.7,0.7100000000000001,1.9,2,N,63446
3.7,0.7100000000000001,1.9,3,N,63447
3.7,0.7100000000000001,1.9,4,N,63448
3.7,0.7100000000000001,1.9,5,N,63449
3.7,0.7100000000000001,2.2,1,N,63450
3.7,0.7100000000000001,2.2,2,N,63451
3.7,0.7100000000000001,2.2,3,N,63452
3.7,0.7100000000000001,2.2,4,N,63453
3.7,0.7100000000000001,2.2,5,N,63454
3.7,0.7100000000000001,2.5,1,N,63455
3.7,0.7100000000000001,2.5,2,N,63456
3.7,0.7100000000000001,2.5,3,N,63457
3.7,0.7100000000000001,2.5,4,N,63458
3.7,0.7100000000000001,2.5,5,N,63459
3.7,0.7100000000000001,2.8000000000000003,1,N,63460
3.7,0.7100000000000001,2.8000000000000003,2,N,63461
3.7,0.7100000000000001,2.8000000000000003,3,N,63462
3.7,0.7100000000000001,2.8000000000000003,4,N,63463
3.7,0.7100000000000001,2.8000000000000003,5,N,63464
3.7,0.7100000000000001,3.1000000000000005,1,N,63465
3.7,0.7100000000000001,3.1000000000000005,2,N,63466
3.7,0.7100000000000001,3.1000000000000005,3,N,63467
3.7,0.7100000000000001,3.1000000000000005,4,N,63468
