label,split_text,classifier,new_label,comment,uncertain,name,criterion
0,2个月利息加滞纳金都有3千了吗？,ConfirmLoan,0,,,sr,
1,2万，我是差那2万的人，我觉得你在侮辱我,ConfirmLoan,0,,,sr,
1,2万多吗，我怎么记得只有5000，你再好好看看，是不是弄错了,ConfirmLoan,0,,,sr,
0,app崩溃了，我试了，还不起,ConfirmLoan,0,,,sr,
0,阿拉小得了,ConfirmLoan,0,,,sr,
0,啊！这么多啊！,ConfirmLoan,0,,,sr,
0,啊，已经有2万3了么,ConfirmLoan,0,,,sr,
0,哎，别打了，我没钱还你们,ConfirmLoan,0,,,sr,
0,哎呀，最近太忙了，搞忘了，不好意思,ConfirmLoan,0,,,sr,
0,俺爹把钱借去了,ConfirmLoan,0,,,sr,
0,俺哥把钱借去了,ConfirmLoan,0,,,sr,
0,俺哥们儿把钱借去了,ConfirmLoan,0,,,sr,
0,俺闺蜜把钱借去了,ConfirmLoan,0,,,sr,
0,俺没钱,ConfirmLoan,0,,,sr,
0,俺妹把钱借去了,ConfirmLoan,0,,,sr,
0,俺婶把钱借去了,ConfirmLoan,0,,,sr,
0,俺叔把钱借去了,ConfirmLoan,0,,,sr,
0,把钱拿去交学费了,ConfirmLoan,0,,,sr,
0,把人撞了都没钱赔人家呢，哪有多余的钱还你们啊,ConfirmLoan,0,,,sr,
0,绑定的卡丢了我会重新办张卡的,ConfirmLoan,0,,,sr,
0,包工头带着他的小姨子跑了,ConfirmLoan,0,,,sr,
0,包养了个小四,ConfirmLoan,0,,,sr,
0,抱一抱，就当做从没借款2万,ConfirmLoan,0,,,sr,
0,被炒鱿鱼了,ConfirmLoan,0,,,sr,
0,被打了,ConfirmLoan,0,,,sr,
0,被盗了,ConfirmLoan,0,,,sr,
0,被老板炒鱿鱼了,ConfirmLoan,0,,,sr,
0,被老板开了,ConfirmLoan,0,,,sr,
0,被摸了,ConfirmLoan,0,,,sr,
0,被抢了,ConfirmLoan,0,,,sr,
0,被偷了,ConfirmLoan,0,,,sr,
0,被下套了,ConfirmLoan,0,,,sr,
1,别来烦我！！,ConfirmLoan,0,,,sr,
0,别人还没还我钱了,ConfirmLoan,0,,,sr,
0,别人欠我的钱一直要不回来，我手里也没有钱啊,ConfirmLoan,0,,,sr,
0,别人也欠我的钱，我手里现在没有一分钱了,ConfirmLoan,0,,,sr,
0,病了几个月，老板整准备开了我,ConfirmLoan,0,,,sr,
0,不差钱,ConfirmLoan,0,,,sr,
0,不还,ConfirmLoan,0,,,sr,
0,不还没事吧,ConfirmLoan,0,,,sr,
0,不好意思，我换电话了，然后把这个事情搞忘记了,ConfirmLoan,0,,,sr,
0,不清楚,ConfirmLoan,0,尽量为0，除非明显说不欠款,,sr,
1,不清楚,ConfirmLoan,0,,,sr,
0,不是恶意拖欠，有钱就还了,ConfirmLoan,0,,,sr,
0,不想还,ConfirmLoan,0,,,sr,
0,不想还，可以吧？,ConfirmLoan,0,,,sr,
0,不想还了,ConfirmLoan,0,,,sr,
0,不晓得好久才还得起哦,ConfirmLoan,0,,,sr,
0,不要急,ConfirmLoan,0,,,sr,
1,不知道,ConfirmLoan,0,,,sr,
0,不知道，你哪里,ConfirmLoan,0,,,sr,
0,不知道啊,ConfirmLoan,0,,,sr,
0,炒股爆仓了，欠了一屁股债都还不起,ConfirmLoan,0,,,sr,
0,车子卖了还,ConfirmLoan,0,,,sr,
0,吃不起饭了,ConfirmLoan,0,,,sr,
0,出车祸了,ConfirmLoan,0,,,sr,
0,出车祸了，医疗费几十万我还愁着呢，你那点钱算什么,ConfirmLoan,0,,,sr,
0,出国留学花掉了,ConfirmLoan,0,,,sr,
0,出国旅游了，刚回来，还没来得及处理这个事情,ConfirmLoan,0,,,sr,
0,出事了,ConfirmLoan,0,,,sr,
0,从楼梯上摔下来了，在医院呢,ConfirmLoan,0,,,sr,
0,打麻将输了，没钱还,ConfirmLoan,0,,,sr,
0,打死我都不还,ConfirmLoan,0,,,sr,
0,打死我嘛,ConfirmLoan,0,,,sr,
0,单位效益不好,ConfirmLoan,0,,,sr,
0,当初借的时候没说有滞纳金的嘛,ConfirmLoan,0,,,sr,
0,当时借的时候，都不是这样说的,ConfirmLoan,0,,,sr,
0,得癌症了都快死了你还管我要钱,ConfirmLoan,0,,,sr,
0,等他还了我就还,ConfirmLoan,0,,,sr,
0,等我把货款收回来才有钱还,ConfirmLoan,0,,,sr,
0,等我当老板了就能还上了，我一个打工妹哪有那么多钱啊，再说你们这个滞纳金怎么涨了这么多，之前我也没收到通知啊，你们这样不违法吗？,ConfirmLoan,0,,,sr,
0,等我跟老板商量能预支工资不,ConfirmLoan,0,,,sr,
0,等我下班就去还,ConfirmLoan,0,,,sr,
0,等我赚钱了肯定就能还上了，但是现在没有这么多,ConfirmLoan,0,,,sr,
0,等有空还,ConfirmLoan,0,,,sr,
0,地震了，房子都震没了，都没地方住了,ConfirmLoan,0,,,sr,
0,都没钱打车上班了，怎么还？,ConfirmLoan,0,,,sr,
0,都尿血了,ConfirmLoan,0,,,sr,
0,都要吃土了，哪里有钱还,ConfirmLoan,0,,,sr,
0,读书了,ConfirmLoan,0,,,sr,
0,赌球赌输了，我都准备上天台了,ConfirmLoan,0,,,sr,
0,赌球输了,ConfirmLoan,0,,,sr,
0,短时间还不上,ConfirmLoan,0,,,sr,
0,对不起，我不方便这么做,ConfirmLoan,0,,,sr,
0,对不起，我不方便这么做啊,ConfirmLoan,0,,,sr,
0,对不起，我不方便这么做按,ConfirmLoan,0,,,sr,
0,对不起，我不方便这么做呗,ConfirmLoan,0,,,sr,
0,对不起，我不方便这么做呀,ConfirmLoan,0,,,sr,
0,嗯，最近有点特殊情况,ConfirmLoan,0,,,sr,
0,烦死了，天天催！催命啊,ConfirmLoan,0,,,sr,
0,饭都吃不起，哪还有钱还哦,ConfirmLoan,0,,,sr,
0,饭都吃不起了，还啥子钱,ConfirmLoan,0,,,sr,
0,饭碗都丢了,ConfirmLoan,0,,,sr,
0,房贷、车贷都在催债，早就没钱了,ConfirmLoan,0,,,sr,
0,房子抵押给银行了,ConfirmLoan,0,,,sr,
0,父亲住院没钱,ConfirmLoan,0,,,sr,
0,感觉有点坑，这么点时间就这么多利息,ConfirmLoan,0,,,sr,
0,刚刚大病一场，钱都交个医院了。,ConfirmLoan,0,,,sr,
0,刚上班，还没发工资。,ConfirmLoan,0,,,sr,
0,刚失业,ConfirmLoan,0,,,sr,
0,刚下岗,ConfirmLoan,0,,,sr,
0,刚下岗，哪有钱,ConfirmLoan,0,,,sr,
0,刚装了房子，还欠一屁股债，哪里去找钱还你？,ConfirmLoan,0,,,sr,
0,高利贷吧,ConfirmLoan,0,,,sr,
0,搞忘了,ConfirmLoan,0,,,sr,
0,搞忘了，确实是搞忘了，不好意思,ConfirmLoan,0,,,sr,
0,隔壁老王车子撞了人，现在还在理赔阶段，找我借了一笔，现在手里没钱了，下个月才能决定还款,ConfirmLoan,0,,,sr,
0,给丈母娘买房了,ConfirmLoan,0,,,sr,
0,工地几个月才发工资,ConfirmLoan,0,,,sr,
0,工地上还没有发工资,ConfirmLoan,0,,,sr,
0,工作丢了,ConfirmLoan,0,,,sr,
0,工作丢了，没有钱,ConfirmLoan,0,,,sr,
0,工作都丢了,ConfirmLoan,0,,,sr,
0,工作人员态度不好,ConfirmLoan,0,,,sr,
0,公司倒闭了，工作不好找，没上班没工资咋还啊,ConfirmLoan,0,,,sr,
0,公司欠了银行大笔贷款，钱都还给银行了,ConfirmLoan,0,,,sr,
0,公司已经几个月没法工资了，等等吧,ConfirmLoan,0,,,sr,
0,股市跌得太惨了，钱都在股市里面的，没得钱了,ConfirmLoan,0,,,sr,
1,滚一边去，还毛。,ConfirmLoan,0,,,sr,
0,过几天就还了,ConfirmLoan,0,,,sr,
1,还不来啊,ConfirmLoan,0,,,sr,
0,还不了,ConfirmLoan,0,,,sr,
0,还不了，还不了，还不了,ConfirmLoan,0,,,sr,
0,还不了，就是还不了，你们打多少电话都没有用，没钱怎么还,ConfirmLoan,0,,,sr,
0,还不起,ConfirmLoan,0,,,sr,
0,还不起了,ConfirmLoan,0,,,sr,
1,还不起你又能把我怎样,ConfirmLoan,0,,,sr,
0,还不起你又能把我怎样,ConfirmLoan,0,,,sr,
0,还不起哦,ConfirmLoan,0,,,sr,
0,还不上,ConfirmLoan,0,,,sr,
0,还不上了,ConfirmLoan,0,,,sr,
0,还个屁,ConfirmLoan,0,,,sr,
0,还还还。过100年再说。,ConfirmLoan,0,,,sr,
1,还毛线,ConfirmLoan,0,,,sr,
0,还没发工资,ConfirmLoan,0,,,sr,
0,还能不能再少一点了,ConfirmLoan,0,,,sr,
0,还你妹,ConfirmLoan,0,,,sr,
1,还你妹,ConfirmLoan,0,,,sr,
0,还早吧,ConfirmLoan,0,,,sr,
0,孩子不能不吃啊,ConfirmLoan,0,,,sr,
0,孩子上学没钱,ConfirmLoan,0,,,sr,
0,孩子生病了,ConfirmLoan,0,,,sr,
0,好几个月没发工资没钱,ConfirmLoan,0,,,sr,
0,好久还清？,ConfirmLoan,0,,,sr,
1,和我没关系，朋友借的,ConfirmLoan,1,,,sr,
0,后年再说,ConfirmLoan,0,,,sr,
0,后天,ConfirmLoan,0,,,sr,
0,换工作，没钱了,ConfirmLoan,0,,,sr,
0,换工作空窗期，下月才有钱,ConfirmLoan,0,,,sr,
0,换手机号码了，没收到信息,ConfirmLoan,0,,,sr,
0,会处理，但现在没钱,ConfirmLoan,0,,,sr,
0,货还没卖出去,ConfirmLoan,0,,,sr,
0,家里出事了,ConfirmLoan,0,,,sr,
0,家里出事了，还不了,ConfirmLoan,0,,,sr,
0,家里出事没钱,ConfirmLoan,0,,,sr,
0,家里还是困难,ConfirmLoan,0,,,sr,
0,家里没没粮食了,ConfirmLoan,0,,,sr,
0,家里没钱啊，怎么还嘛,ConfirmLoan,0,,,sr,
0,家里穷,ConfirmLoan,0,,,sr,
0,家里人可以还吧,ConfirmLoan,0,,,sr,
0,家里实在没钱,ConfirmLoan,0,,,sr,
0,家里实在没钱，各种事情多啊,ConfirmLoan,0,,,sr,
0,家里实在没钱，老板跑路了,ConfirmLoan,0,,,sr,
0,家里实在没钱，老板跑路了，她欠我一堆钱,ConfirmLoan,0,,,sr,
0,家里实在没钱，老板跑路了，现在不知去向,ConfirmLoan,0,,,sr,
0,家里实在没钱，老板跑路了，现在躲在日本,ConfirmLoan,0,,,sr,
0,家里实在没钱，您接济接济哇,ConfirmLoan,0,,,sr,
0,家里实在没钱，穷的叮当响啊,ConfirmLoan,0,,,sr,
0,家里实在没钱，我又开了个公司,ConfirmLoan,0,,,sr,
0,家里实在是揭不开锅了，没米吃了都,ConfirmLoan,0,,,sr,
0,家里有急事需要用钱,ConfirmLoan,0,,,sr,
0,家里有人生病,ConfirmLoan,0,,,sr,
0,家里有事，暂时没钱。,ConfirmLoan,0,,,sr,
0,家里着火了，一分钱都没了,ConfirmLoan,0,,,sr,
0,家人不知道帮不帮我,ConfirmLoan,0,,,sr,
0,家人出事了，回了趟老家，没来得及处理,ConfirmLoan,0,,,sr,
0,家人生病了,ConfirmLoan,0,,,sr,
0,家中遇到小偷了,ConfirmLoan,0,,,sr,
0,捡破烂,ConfirmLoan,0,,,sr,
0,简直就是高利贷，还不起,ConfirmLoan,0,,,sr,
0,江南皮革厂倒闭了，老板带着小姨子跑路了，我拿什么还？,ConfirmLoan,0,,,sr,
0,借给别人了,ConfirmLoan,0,,,sr,
0,借给朋友用的,ConfirmLoan,0,,,sr,
0,借钱的时候就没想过还要还的,ConfirmLoan,0,,,sr,
0,借钱再去还,ConfirmLoan,0,,,sr,
0,借太多了，忘记了,ConfirmLoan,0,,,sr,
0,今年老天爷不下雨，庄家都旱死了，没有收成饭都吃不起了,ConfirmLoan,0,,,sr,
0,今年庄家都被洪水淹了，没有收成啊,ConfirmLoan,0,,,sr,
0,今天我还不了,ConfirmLoan,0,,,sr,
0,进传销了,ConfirmLoan,0,,,sr,
0,就不还了，你们看着办吧,ConfirmLoan,0,,,sr,
0,就是没钱了啊,ConfirmLoan,0,,,sr,
1,就算是我借的，我凭本事借的，凭什么还,ConfirmLoan,0,,,sr,
0,可以用其他东西抵押不,ConfirmLoan,0,,,sr,
0,肯定没钱还啊,ConfirmLoan,0,,,sr,
0,宽容宽容哈～,ConfirmLoan,0,,,sr,
0,困难,ConfirmLoan,0,,,sr,
0,老板不发工资，拖欠,ConfirmLoan,0,,,sr,
0,老板跑了,ConfirmLoan,0,,,sr,
0,老板跑路了,ConfirmLoan,0,,,sr,
0,老板跑路了，拖欠我的工资还没发，我们还在告老板呢,ConfirmLoan,0,,,sr,
0,老板钱没拿到，不确定什么发工资,ConfirmLoan,0,,,sr,
0,老板拖欠N个月工资，后天就发了，肯定还！,ConfirmLoan,0,,,sr,
0,老板也不给我涨工资我拿什么还啊,ConfirmLoan,0,,,sr,
0,老家有事情，急事，才回来，没来得及处理,ConfirmLoan,0,,,sr,
0,老母亲，大病一场，家里面的钱都拿出去看病了,ConfirmLoan,0,,,sr,
0,老母亲生病了，大病一场，家里面的钱都拿出去看病了,ConfirmLoan,0,,,sr,
0,老婆带着我的钱跑了,ConfirmLoan,0,,,sr,
0,老婆跑了，把钱也卷走了,ConfirmLoan,0,,,sr,
0,老婆生了，小孩黄疸，钱都给进去了,ConfirmLoan,0,,,sr,
0,老婆生小孩，没钱了,ConfirmLoan,0,,,sr,
1,离职了,ConfirmLoan,0,,,sr,
0,利息不合理,ConfirmLoan,0,,,sr,
0,利息不可能那么多哦，你们算错没有呢？,ConfirmLoan,0,,,sr,
0,利息太高了,ConfirmLoan,0,,,sr,
0,利息太高了，还不起。,ConfirmLoan,0,,,sr,
0,另外的贷款还没下来，拿什么还？,ConfirmLoan,0,,,sr,
0,买车了，手头紧,ConfirmLoan,0,,,sr,
0,买车了。最近没钱,ConfirmLoan,0,,,sr,
0,买房了，手头紧,ConfirmLoan,0,,,sr,
0,买房了，最近没钱了,ConfirmLoan,0,,,sr,
0,买股票被套牢了,ConfirmLoan,0,,,sr,
0,买世界杯彩票亏了,ConfirmLoan,0,,,sr,
0,没办法,ConfirmLoan,0,,,sr,
1,没得,ConfirmLoan,0,,,sr,
0,没得钱还得，饭都吃不起老,ConfirmLoan,0,,,sr,
0,没得钱了,ConfirmLoan,0,,,sr,
0,没得钱咋办喃,ConfirmLoan,0,,,sr,
0,没得钱咋办喃阿,ConfirmLoan,0,,,sr,
0,没得钱咋办喃啊,ConfirmLoan,0,,,sr,
0,没得钱咋办喃哈,ConfirmLoan,0,,,sr,
0,没得钱咋办喃乎,ConfirmLoan,0,,,sr,
0,没得钱咋办喃没意思,ConfirmLoan,0,,,sr,
0,没得啥子钱啊，钱都用完了,ConfirmLoan,0,,,sr,
0,没得什么好说的,ConfirmLoan,0,,,sr,
0,没发工资,ConfirmLoan,0,,,sr,
0,没法还,ConfirmLoan,0,,,sr,
0,没工作了,ConfirmLoan,0,,,sr,
1,没借那么多,ConfirmLoan,0,,,sr,
0,没拿到工资,ConfirmLoan,0,,,sr,
0,没那么多钱还,ConfirmLoan,0,,,sr,
0,没能力,ConfirmLoan,0,,,sr,
0,没钱,ConfirmLoan,0,,,sr,
0,没钱，打麻将输完了。,ConfirmLoan,0,,,sr,
0,没钱，饭都吃不起了,ConfirmLoan,0,,,sr,
0,没钱啊,ConfirmLoan,0,,,sr,
0,没钱啊，还能有什么原因,ConfirmLoan,0,,,sr,
0,没钱还,ConfirmLoan,0,,,sr,
0,没钱还啊,ConfirmLoan,0,,,sr,
0,没钱就是没钱，哪儿那么多为什么,ConfirmLoan,0,,,sr,
0,没钱了，吃不起饭了,ConfirmLoan,0,,,sr,
0,没钱了啊,ConfirmLoan,0,,,sr,
0,没钱钱,ConfirmLoan,0,,,sr,
0,没欠那么多吧,ConfirmLoan,0,,,sr,
1,没求得钱啥，你是不是傻,ConfirmLoan,0,,,sr,
0,没求得钱啥，你是不是傻,ConfirmLoan,0,,,sr,
0,没求得钱啥，你是不是傻，没意思,ConfirmLoan,0,,,sr,
0,没求得钱啥，你是不是傻阿,ConfirmLoan,0,,,sr,
0,没求得钱啥，你是不是傻哈,ConfirmLoan,0,,,sr,
0,没求得钱啥，你是不是傻哈哈哈,ConfirmLoan,0,,,sr,
0,没求得钱啥，你是不是傻哇,ConfirmLoan,0,,,sr,
0,没时间,ConfirmLoan,0,,,sr,
1,没有的事,ConfirmLoan,0,,,sr,
0,没有那么多吧,ConfirmLoan,0,,,sr,
0,没有钱,ConfirmLoan,0,,,sr,
0,没有钱／,ConfirmLoan,0,,,sr,
0,没有钱还,ConfirmLoan,0,,,sr,
0,没有原因，就是不想还,ConfirmLoan,0,,,sr,
0,没有周转过来,ConfirmLoan,0,,,sr,
0,没原因，就会死不还了,ConfirmLoan,0,,,sr,
0,没这么多吧？,ConfirmLoan,0,,,sr,
0,明年说,ConfirmLoan,0,,,sr,
0,明说，我其实就是不想还,ConfirmLoan,0,,,sr,
0,明天朋友就换我钱了,ConfirmLoan,0,,,sr,
0,母亲住院没钱,ConfirmLoan,0,,,sr,
0,拿不出来,ConfirmLoan,0,,,sr,
0,拿不出来，没得为什么,ConfirmLoan,0,,,sr,
0,拿不出来钱,ConfirmLoan,0,,,sr,
1,哪个变这么多了,ConfirmLoan,0,,,sr,
1,哪个变这么多了，没意思,ConfirmLoan,0,,,sr,
1,哪个变这么多了哈,ConfirmLoan,0,,,sr,
1,哪个变这么多了乎,ConfirmLoan,0,,,sr,
1,哪个变这么多了没意思,ConfirmLoan,0,,,sr,
1,哪个变这么多了呢,ConfirmLoan,0,,,sr,
1,哪们变这么多了,ConfirmLoan,0,,,sr,
1,哪们变这么多了，没意思,ConfirmLoan,0,,,sr,
1,哪们变这么多了嗯,ConfirmLoan,0,,,sr,
1,哪们变这么多了哈哈哈,ConfirmLoan,0,,,sr,
1,哪们变这么多了呢,ConfirmLoan,0,,,sr,
1,哪们变这么多了哇,ConfirmLoan,0,,,sr,
0,哪有这么多哦,ConfirmLoan,0,,,sr,
0,能不能缓缓？现在家里也急需用钱,ConfirmLoan,0,,,sr,
0,你帮我处理,ConfirmLoan,0,,,sr,
1,你不会是骗子吧？,ConfirmLoan,0,,,sr,
1,你不清楚你们是高利贷么？还敢给我打电话,ConfirmLoan,0,,,sr,
0,你催什么催啊,ConfirmLoan,0,,,sr,
0,你打我啊,ConfirmLoan,0,,,sr,
0,你等我这个月来还吧,ConfirmLoan,0,,,sr,
0,你放高利贷啊，这么多,ConfirmLoan,0,,,sr,
1,你放高利贷的哇，我去揭发你,ConfirmLoan,0,,,sr,
0,你给高利贷打工小心警察抓你,ConfirmLoan,0,,,sr,
1,你管我啊,ConfirmLoan,0,,,sr,
0,你管我啥子原因,ConfirmLoan,0,,,sr,
0,你管我啥子原因阿,ConfirmLoan,0,,,sr,
0,你管我啥子原因哈,ConfirmLoan,0,,,sr,
0,你管我啥子原因了,ConfirmLoan,0,,,sr,
0,你管我啥子原因没意思,ConfirmLoan,0,,,sr,
0,你管我啥子原因矣,ConfirmLoan,0,,,sr,
1,你很闲是吧？,ConfirmLoan,0,,,sr,
0,你急啥啊,ConfirmLoan,0,,,sr,
0,你们报警吧,ConfirmLoan,0,,,sr,
0,你们别再打了，我有钱会你们的,ConfirmLoan,0,,,sr,
0,你们不是上门服务么？顺便把借款合同给我,ConfirmLoan,0,,,sr,
0,你们不说就差点忘了，多谢提醒啊。,ConfirmLoan,0,,,sr,
0,你们的app被我卸载了,ConfirmLoan,0,,,sr,
0,你们的利息不合理,ConfirmLoan,0,,,sr,
0,你们的利息太高了,ConfirmLoan,0,,,sr,
0,你们的利息太高了吧，还有滞纳金又是什么鬼,ConfirmLoan,0,,,sr,
0,你们搞错了，没有那么多，真的,ConfirmLoan,0,,,sr,
0,你们搞这个也太黑了，利息好高,ConfirmLoan,0,,,sr,
1,你们还不如去抢呢，我只借了2000块,ConfirmLoan,0,,,sr,
0,你们简直是高利贷哦，没意思,ConfirmLoan,0,,,sr,
0,你们简直是高利贷哦阿,ConfirmLoan,0,,,sr,
0,你们简直是高利贷哦哈,ConfirmLoan,0,,,sr,
0,你们简直是高利贷哦没意思,ConfirmLoan,0,,,sr,
0,你们简直是高利贷哦呢,ConfirmLoan,0,,,sr,
0,你们利息那么高，还以为你们是高利贷，我才去报警了的，警察喊我回去等消息,ConfirmLoan,0,,,sr,
1,你们哪个不去抢,ConfirmLoan,0,,,sr,
1,你们哪个不去抢阿,ConfirmLoan,0,,,sr,
1,你们哪个不去抢啊,ConfirmLoan,0,,,sr,
1,你们哪个不去抢嗯,ConfirmLoan,0,,,sr,
1,你们哪个不去抢哈哈哈,ConfirmLoan,0,,,sr,
0,你们那边没收到吗,ConfirmLoan,0,,,sr,
0,你们是高利贷哦，这么多利息,ConfirmLoan,0,,,sr,
1,你们之前不是说不算利息的吗,ConfirmLoan,0,,,sr,
1,你说的是2万多的日币吧，我只借了2000块，怎么变成那么多了,ConfirmLoan,0,,,sr,
0,你说的是2万越南盾哇？,ConfirmLoan,0,,,sr,
0,你吓到我了，我记得没这么多啊,ConfirmLoan,0,,,sr,
0,你怎么不早说,ConfirmLoan,0,,,sr,
0,你这利息太高了，不想还,ConfirmLoan,0,,,sr,
0,你知道现在学校有多黑吗？各种课补过去不过来，我哪有钱还？,ConfirmLoan,0,,,sr,
0,弄死我都没钱,ConfirmLoan,0,,,sr,
0,赔了别人很多钱,ConfirmLoan,0,,,sr,
0,朋友把我的钱都借走了,ConfirmLoan,0,,,sr,
0,碰到骗子，被龟儿子骗了个精光,ConfirmLoan,0,,,sr,
1,骗人的吧，我没借这么多？,ConfirmLoan,0,,,sr,
0,凭本事借的为什么要还，你爱起诉起诉，爱上门上门,ConfirmLoan,0,,,sr,
0,破产了,ConfirmLoan,0,,,sr,
0,前短时间有急用，钱全部花完了。,ConfirmLoan,0,,,sr,
0,前段时间把钱都拿去炒房了,ConfirmLoan,0,,,sr,
0,前段时间出国旅游了，才回来，都把这个事情给忘记了,ConfirmLoan,0,,,sr,
0,前两天暴风雨把车都淹了，钱都用在修车上了，真没多余的钱了,ConfirmLoan,0,,,sr,
