from,label,original_label,original_text,new_label,
讨价还价,2,100,帅哥，帮帮忙喽，靠你了,2,
请求更新金额,2,110,还了以后不会在要钱了吧？,106,
讨价还价,2,100,等他还了我就还,1,
CutDebt,1,,我真的只能借到这么多，你在逼我我就只能等你们起诉！,1,
讨价还价,2,100,过几天,1,
CutDebt,1,,能不能分期还,100,
CutDebt,1,,以前都还过了，怎么还这么高啊,102,
讨价还价,2,100,我尽量,106,
Installment,0,,我乐意,0,
CutDebt,1,,现在钱还没到,1,
讨价还价,2,100,能不能在给点时间,100,
模糊确认,2,106,ok,0,
故意岔开话题,2,109,借钱,1,
Installment,0,,等下个月月底吧,0,
模糊确认,2,106,放心吧，相信我,0,
CutDebt,1,,过两天,1,
讨价还价,2,100,还早吧,106,
故意岔开话题,2,109,小生的花伞还落在你家,2,
Installment,0,,就按照你说的,0,
CutDebt,1,,看看再说,1,
CutDebt,1,,到时再说,1,
CutDebt,0,,明天我打你电话,104,
讨价还价,2,100,朋友还没回复我，现在不知道！,1,
CutDebt,0,,那就好,0,
Installment,0,,等下我找我朋友帮我存下钱,106,
讨价还价,2,100,短时间还不上,1,
CutDebt,1,,再说,1,
CutDebt,1,,朋友钱没给我,1,
模糊确认,2,106,我有钱哈,2,
讨价还价,2,100,别人还没还我钱了,1,
Installment,0,,我可以答应你们的,0,
CutDebt,1,,等我跟老板商量能预支工资不,1,
讨价还价,2,100,我尽快处理,106,
故意岔开话题,2,109,点都不乖,2,
CutDebt,1,,跟老板预支看看,1,
讨价还价,2,100,我再去凑凑,1,
讨价还价,2,100,朋友钱还没转过来。,1,
Installment,0,,爽,106,
请求等下打来,2,104,现在没有时间,2,
讨价还价,2,100,我凑看看,106,
CutDebt,1,,尽量,106,
CutDebt,1,,贷款今天不确定下来,1,
CutDebt,1,,我考虑一下,106,
CutDebt,1,,过几天就处理.,106,
CutDebt,1,,钱打到卡，我联系你,106,
CutDebt,1,,朋友钱还没给我,1,
CutDebt,0,,可以相信,0,
讨价还价,2,100,又不是不还,106,
模糊确认,2,106,发工资处理,2,
CutDebt,1,,不认识,-1,
CutDebt,1,,等我忙完,104,
Installment,0,,知道了,106,
故意岔开话题,2,109,多摆一盘？,2,
CutDebt,1,,后天再说,104,
故意岔开话题,2,109,家里有人生病,-1,
模糊确认,2,106,行,0,
CutDebt,0,,在领工资,106,
模糊确认,2,106,到时候我联系你扣款,2,
CutDebt,0,,你把账号发给我,108,
CutDebt,1,,我现在资金上出了点问题,1,
CutDebt,1,,这个时间紧啊,1,
讨价还价,2,100,你帮我减免一点,2,
讨价还价,2,100,我周转看看,106,
CutDebt,1,,力度不够啥。,100,
讨价还价,2,100,我可以延期吗,2,
讨价还价,2,100,我一定给你办好,0,
CutDebt,1,,我在问朋友借一下,106,
模糊确认,2,106,考虑考虑,2,
CutDebt,1,,在拖拖吧,1,
CutDebt,1,,我在上班,104,
故意岔开话题,2,109,一上午的时间就浪费了,2,
讨价还价,2,100,本金我能够处理,100,
讨价还价,2,100,给我时间,100,
Installment,0,,好，就按你说的办,0,
CutDebt,1,,等我有钱再说,1,
CutDebt,1,,能不能在少点,100,
Installment,0,,明白,106,
模糊确认,2,106,恩,2,
CutDebt,1,,你做梦,1,
故意岔开话题,2,109,答案跟问题三一样的,-1,
CutDebt,1,,你们是不是要逼人上梁山？,1,
讨价还价,2,100,我有钱就还.,1,
Installment,0,,多少多少自己扣,0,
CutDebt,1,,我看能不能凑到在回复你,1,
CutDebt,0,,十五号联系我,0,
讨价还价,2,100,看看吧,106,
CutDebt,1,,到时再说,1,
CutDebt,1,,有钱还谁想欠账啊,1,
请求等下打来,2,104,今天不行，明天吧,0,
CutDebt,1,,机主不在,1,
CutDebt,1,,过两天行不行,0,
CutDebt,1,,分期还可以吗,100,
CutDebt,1,,我想一下,106,
Installment,0,,知道了,106,
CutDebt,0,,嗯嗯,106,
CutDebt,0,,这样吧，多给我四天，我肯定能还,0,
故意岔开话题,2,109,约定好、约定好,2,
CutDebt,1,,我现在借钱,1,
CutDebt,1,,减免我就还,100,
CutDebt,1,,我在等结账,109,
CutDebt,1,,可以不还吗,1,
CutDebt,0,,好，那我给你们转过来,0,
请求等下打来,2,104,我等会就去,0,
讨价还价,2,100,处理好了联系你,106,
模糊确认,2,106,好像能把,2,
讨价还价,2,100,只愿还本金,100,
Installment,0,,半个月,0,
讨价还价,2,100,刚上班，还没发工资。,1,
CutDebt,1,,孩子在医院,109,
Installment,0,,好的明白了,0,
讨价还价,2,100,可以明天还吗,0,
CutDebt,0,,好了好了,0,
CutDebt,1,,等我发工资的,1,
CutDebt,1,,只还本金可以吗,100,
CutDebt,0,,好叻,0,
CutDebt,1,,把利息减了也没什么用啊,1,
CutDebt,1,,我不是不想还，只是需要点时间,100,
请求等下打来,2,104,路上呢,2,
讨价还价,2,100,之前没钱,1,
CutDebt,1,,我做生意失败了，现在在找工作！,1,
讨价还价,2,100,我尽力去凑吧。,106,
Installment,0,,5号发工资,0,
CutDebt,1,,我尽量吧，行不行,106,
CutDebt,1,,全欠很多钱,1,
故意岔开话题,2,109,今天我还不了,1,
CutDebt,1,,免本金可以吗,100,
CutDebt,0,,知道了,106,
CutDebt,1,,在忙,1,
CutDebt,1,,实在是拿不出，尽力了,1,
故意岔开话题,2,109,下一秒的时间,2,
模糊确认,2,106,太好了,2,
故意岔开话题,2,109,没能力,1,
CutDebt,1,,明天再说,104,
CutDebt,1,,你再少些，我就还了,100,
CutDebt,1,,你要我,1,
Installment,0,,稍等,104,
CutDebt,1,,我也不知道，钱还没到账,1,
故意岔开话题,2,109,周末,0,
CutDebt,1,,我之前进去了,109,
故意岔开话题,2,109,时间,2,
CutDebt,1,,你重新申请一下吧,1,
故意岔开话题,2,109,还不起你又能把我怎样,1,
讨价还价,2,100,我现在没能力,1,
Installment,0,,后天,0,
确认数额,2,102,确定没有算错,2,
还款方式,2,108,可以去银行当面交易吗,2,
请求等下打来,2,104,在路上,2,
Installment,0,,一个月,0,
故意岔开话题,2,109,也要花蕊绽放,2,
CutDebt,1,,等我发了工资就还上！,1,
请求等下打来,2,104,等下好吧,2,
确认数额,2,102,利息好高,2,
故意岔开话题,2,109,你们搞这个也太黑了，利息好高,1,
Installment,0,,等会去银行存,0,
CutDebt,1,,处理不了我先还别家了！,109,
模糊确认,2,106,一会去办理,0,
还款方式,2,108,app有减免的活动没有呢,100,
讨价还价,2,100,我跟借一下,1,
Installment,0,,只有这些,1,
CutDebt,1,,到时候再说,1,
CutDebt,1,,我联系我朋友看看,106,
CutDebt,1,,看看到时候能有多少钱我先还上,106,
故意岔开话题,2,109,在路上了,2,
CutDebt,1,,不认识,-1,
讨价还价,2,100,我正在筹钱，你催个毛线啊,1,
CutDebt,1,,来撒,106,
CutDebt,1,,我在看看,1,
请求等下打来,2,104,工作不能用手机,2,
讨价还价,2,100,现在没这多钱，后天吧,0,
故意岔开话题,2,109,吓死恩,1,
Installment,0,,6天,0,
Installment,0,,知道了,106,
Installment,0,,不差钱,106,
讨价还价,2,100,家里穷,1,
模糊确认,2,106,好，我知道了,0,
CutDebt,1,,工资拖欠没发，发了我立马处理！,1,
CutDebt,1,,等发工资再说吧，,1,
模糊确认,2,106,等我考虑下再说,2,
CutDebt,1,,下个月再说,104,
CutDebt,1,,isee,106,
故意岔开话题,2,109,下班后去健身吧,2,
CutDebt,0,,嗯嗯·,106,
CutDebt,1,,这个号码我才换的,1,
讨价还价,2,100,你这能减免，我就还,2,
Installment,0,,那我先换一部分吧,0,1
讨价还价,2,100,朋友还没有答复,1,
模糊确认,2,106,我有钱了,106,
CutDebt,1,,我外面钱要来就还,1,
CutDebt,0,,好人一生平安,109,
CutDebt,1,,慢慢还,1,
还款方式,2,108,红旗连锁能还吗？,2,
CutDebt,0,,我知道了,106,
CutDebt,1,,等下说,104,
CutDebt,1,,我看一下,106,
请求等下打来,2,104,我马上回你,2,
CutDebt,1,,工程款一直没下来。,1,
模糊确认,2,106,你放心,2,
确认数额,2,102,请说出金额？,2,
还款方式,2,108,还是还之前的银行账户嘛,2,
CutDebt,1,,提前一天联系我，我做准备,1,
Installment,0,,一周,0,
请求等下打来,2,104,你等我跟家里商量一下吧,106,
CutDebt,1,,这个时间内，问题大了,1,
模糊确认,2,106,好的,0,
CutDebt,1,,从监狱刚出来的,109,
CutDebt,1,,想办法呢,1,
Installment,0,,在路上,106,
CutDebt,1,,多来点啥。,109,
Installment,0,,这点我还是还得起,0,
CutDebt,1,,我去借钱看看，借到就处理,106,
讨价还价,2,100,利息太高了，能不能只还本金,2,
CutDebt,1,,你还有没有人性啊，我都说我的钱已经给我的母亲看病了，非要逼着我去卖肾吗,1,
CutDebt,1,,我想想,106,
CutDebt,0,,那我等你消息,-1,
模糊确认,2,106,应该可以,0,
CutDebt,1,,我回家跟父母拿,106,
CutDebt,0,,我知道了,106,
Installment,0,,到时候我联系你扣款,0,
模糊确认,2,106,好嘛,0,
模糊确认,2,106,我跟家人商量,2,
Installment,0,,最少还多少,100,
讨价还价,2,100,银行卡被冻结了过几天解封就还,1,
讨价还价,2,100,能不能把利息减免再无息分期？,2,
故意岔开话题,2,109,好漂亮,2,
CutDebt,0,,知道了,106,
模糊确认,2,106,可能,2,
模糊确认,2,106,你放心啥。,2,
模糊确认,2,106,行，我想想办法,0,
模糊确认,2,106,嗯,2,
模糊确认,2,106,欠钱怎么可能不还？,2,
Installment,0,,在路上了,106,
CutDebt,1,,过两月我有个工程款下来就还,0,
确认数额,2,102,已经这么多了？,2,
模糊确认,2,106,我跟家人商量,2,
CutDebt,1,,我会还的，现在不行,1,
Installment,0,,不成问题。,0,
CutDebt,1,,全部减完差不多,1,
讨价还价,2,100,工资还没发,1,
模糊确认,2,106,我跟老板预支看看,2,
讨价还价,2,100,还有没有更低的方案,2,
讨价还价,2,100,工资还没有发,1,
Installment,0,,明天我会还的,0,
CutDebt,1,,你再和债权方商量一下！,1,
讨价还价,2,100,只愿还本金,2,
讨价还价,2,100,过几天看看,1,
CutDebt,0,,今天下午,0,
CutDebt,0,,我知道了,106,
讨价还价,2,100,钱太多,1,
讨价还价,2,100,我不是不想还，只是需要点时间,2,
CutDebt,1,,周边没银行,1,
CutDebt,0,,知道了,106,
模糊确认,2,106,再筹钱了,2,
确认数额,2,102,绝对不可能,1,
CutDebt,1,,我借钱,106,
CutDebt,0,,待会发截图给你,0,
CutDebt,0,,好样的,0,
CutDebt,1,,我在上班,104,
CutDebt,1,,你是来搞笑的吗？少这么一点,1,
讨价还价,2,100,我看能不能凑到在回复你,106,
确认数额,2,102,金额？,2,
讨价还价,2,100,正在凑钱,106,
CutDebt,1,,不方便出去,1,
讨价还价,2,100,工资没发,1,
模糊确认,2,106,嗯,2,
CutDebt,1,,我都着套死了，你还找我要钱，没得,1,
Installment,0,,果断时间可以,1,
Installment,0,,我钱够,106,
CutDebt,1,,家里有事,1,
CutDebt,1,,等我稳定工作处理,1,
请求等下打来,2,104,我在处理一些事情稍等,2,
CutDebt,1,,不是我个人的,1,
讨价还价,2,100,看今天能不能发工资,106,
CutDebt,1,,先去借看看,1,
CutDebt,1,,我都是个快死的人了，你们还逼我要钱啊,1,
故意岔开话题,2,109,好冷咯,2,
故意岔开话题,2,109,家里人可以还吧,2,
CutDebt,1,,等月底,0,
CutDebt,1,,命给你,1,
故意岔开话题,2,109,生病住院,2,
CutDebt,1,,能只还本金吗,100,
CutDebt,1,,你打错了,1,
CutDebt,1,,本金,109,
CutDebt,0,,钱已经要来了,0,
CutDebt,1,,明天再谈,104,
CutDebt,0,,不错,106,
CutDebt,1,,想都别想,1,
模糊确认,2,106,好叻,0,
CutDebt,1,,看看再说,106,
讨价还价,2,100,到时候看看吧,106,
故意岔开话题,2,109,阿拉小得了,106,
讨价还价,2,100,钱到账还,106,
讨价还价,2,100,明显还可以再优惠点儿,2,
讨价还价,2,100,朋友也没给答复,1,
CutDebt,1,,三天内可能不得行,1,
故意岔开话题,2,109,没办法,1,
CutDebt,1,,我这边要申请下,106,
CutDebt,1,,多家欠款,1,
CutDebt,1,,我父亲生病了,1,
CutDebt,1,,金额太大给点时间,1,
故意岔开话题,2,109,你的背包，背到现在还没烂,2,
讨价还价,2,100,能不能再优惠点儿,2,
CutDebt,1,,我想办法发筹钱,1,
确认数额,2,102,在没有别的了吧,2,
CutDebt,0,,明天哦,0,
CutDebt,1,,啥玩意儿，这么多钱？,102,
CutDebt,1,,等下好吧,104,
模糊确认,2,106,可以呀，还一点是一点,2,
确认数额,2,102,没有那么多吧,2,
CutDebt,1,,我今天还几百剩下谁想办法,1,
讨价还价,2,100,工资还没发了,1,
模糊确认,2,106,嗯，好的,0,
CutDebt,1,,我提现到账就处理,106,
讨价还价,2,100,钱没有到账,1,
CutDebt,0,,知道了,106,
模糊确认,2,106,好的,0,
CutDebt,1,,家里人都联系不到,1,
CutDebt,1,,看看能不能拿到钱吧,1,
CutDebt,1,,家里出事情,1,
模糊确认,2,106,应该能还,0,
CutDebt,0,,估计要三五个月的,0,
CutDebt,1,,不好办,1,
模糊确认,2,106,我再看看,2,
CutDebt,0,,我知道,106,
CutDebt,1,,工程款还没下来,1,
故意岔开话题,2,109,发给我也没用,1,
CutDebt,1,,我想办法,1,
CutDebt,1,,变成这么多钱了？,102,
模糊确认,2,106,我等会就去,0,
CutDebt,1,,好几个月没发工资没钱,1,
CutDebt,0,,非常感谢你,106,
CutDebt,1,,人都不好了,1,
讨价还价,2,100,我跟老板预支看看,1,
故意岔开话题,2,109,可以不还吗,1,
模糊确认,2,106,我看看吧,2,
CutDebt,1,,我在工作,104,
模糊确认,2,106,看看吧,2,
CutDebt,1,,我自己一个人上班还要养一家人,1,
CutDebt,1,,我去跟父母要一点,1,
讨价还价,2,100,我回家就处理,0,
还款方式,2,108,我客户端登陆不了,2,
CutDebt,0,,出去了,104,
CutDebt,0,,在体现,109,
请求等下打来,2,104,等回去,106,
CutDebt,1,,我看看吧,106,
请求等下打来,2,104,十五号联系我,0,
请求等下打来,2,104,现在有事，没办法处理,2,
CutDebt,1,,给其施压,-1,
CutDebt,1,,没有呢,1,
模糊确认,2,106,不会不还,2,
故意岔开话题,2,109,我不确定,106,
CutDebt,1,,我想办法,106,
讨价还价,2,100,今天可能还不上,1,
故意岔开话题,2,109,输了300多万,2,
CutDebt,1,,再筹钱了,1,
CutDebt,1,,我可以再分期还不？,100,
讨价还价,2,100,到时再说,1,
CutDebt,1,,我需要考虑考虑,106,
CutDebt,1,,你这和没减有什么区别,1,
确认数额,2,102,我再看看我之前的欠款记录，看看正确不,2,
CutDebt,1,,过段时间,1,
Installment,0,,我会尽快处理,0,
Installment,0,,知道了,106,
讨价还价,2,100,你帮我在减免一点我就处理掉,2,
模糊确认,2,106,再说吧,2,
CutDebt,1,,刚上班，还没发工资。,1,
CutDebt,1,,我尽量在..时间处理部分！,1,
讨价还价,2,100,要是可以再少一点就可以,2,
CutDebt,1,,我在医院,109,
讨价还价,2,100,小孩这两天开学学费,1,
讨价还价,2,100,我现在资金有点周转不开啊,1,
讨价还价,2,100,工资拖欠没发，发了我立马处理！,1,
CutDebt,1,,肯定没有,1,
讨价还价,2,100,身上没这么钱,1,
故意岔开话题,2,109,我也不知道,1,
确认数额,2,102,没欠这么多钱吧,2,
故意岔开话题,2,109,雨下太大，没法去处理,1,
CutDebt,1,,把利息停了,100,
故意岔开话题,2,109,我先唱一首歌吧,2,
CutDebt,1,,下次在申请,1,
CutDebt,0,,嗯嗯,106,
Installment,0,,28号才能发工资,0,
故意岔开话题,2,109,不知道了,106,
讨价还价,2,100,我想还没有钱,1,
CutDebt,0,,漂亮,109,
CutDebt,1,,看情况吧,106,
CutDebt,1,,我下午联系你,104,
CutDebt,1,,到时候联系你,1,
模糊确认,2,106,可以，尽量想办法,0,
模糊确认,2,106,行,0,
模糊确认,2,106,到时我去处理,0,
讨价还价,2,100,我考虑考虑,106,
模糊确认,2,106,嗯,2,
讨价还价,2,100,我会还的，等我有钱了,1,
故意岔开话题,2,109,不知道,106,
Installment,0,,我去办理，,0,
Installment,0,,周末,0,
故意岔开话题,2,109,说散就散,2,
CutDebt,1,,过几天就还了,1,
Installment,0,,随时随地,106,
讨价还价,2,100,我去借一下,1,
Installment,0,,我愿意,0,
故意岔开话题,2,109,的份张三额,2,
CutDebt,0,,我知道了,106,
CutDebt,1,,我已经说过没有钱，你们不相信我可以把银行卡余额给你看！,1,
讨价还价,2,100,只能先还一部分,1,
CutDebt,1,,我看看,106,
CutDebt,1,,多半不够,1,
CutDebt,1,,你们高利贷,1,
CutDebt,1,,等老婆发工资的,1,
CutDebt,1,,果断时间可以,1,
还款方式,2,108,能再缓几天可以不,100,
模糊确认,2,106,好,0,
CutDebt,1,,我跟家人商量,106,
CutDebt,1,,我还差点，,1,
讨价还价,2,100,这样吧，多给我四天，我肯定能还,2,
CutDebt,1,,你帮我想办法,1,
CutDebt,1,,没得钱还你,1,
故意岔开话题,2,109,不说话,1,
CutDebt,1,,不认识,-1,
CutDebt,1,,我看看吧,106,
模糊确认,2,106,恩？,2,
CutDebt,1,,等等，我在和朋友要钱！,1,
请求等下打来,2,104,等等会处理,0,
讨价还价,2,100,等我有钱再说,1,
CutDebt,1,,我在上班,104,
Installment,0,,卡里有一点,1,
CutDebt,1,,等下个月月底吧,0,
请求等下打来,2,104,没有时间,2,
CutDebt,1,,全身家当50块钱，别不信，你找到我也是这样。,1,
确认数额,2,102,你这个金额怕是有点问题，我还得再确认下,2,
CutDebt,1,,兄弟，你借点给我？,1,
CutDebt,1,,能不能再少点  我去借点处理,100,
CutDebt,1,,钱还没借到，我在找别人借！,1,
讨价还价,2,100,办理不了转账,1,
CutDebt,1,,我看能不能借到钱,1,
Installment,0,,双手赞成,0,
CutDebt,1,,手里紧张,1,
讨价还价,2,100,还能在少点吗,2,
模糊确认,2,106,好，我想想办法，正好最近性情好，办法总是容易想出来,2,
讨价还价,2,100,我在凑钱,1,
Installment,0,,行，你们中途不要打扰我家人,0,
讨价还价,2,100,好几个月没发工资没钱,1,
CutDebt,1,,以后还,1,
CutDebt,1,,多免点啥。,100,
CutDebt,1,,生意失败了,1,
CutDebt,1,,还要再等等,1,
讨价还价,2,100,钱借钱,1,
模糊确认,2,106,我也不知道,2,
CutDebt,1,,我爸妈过几天就回来了给钱,106,
模糊确认,2,106,好好，我听到起在,0,
CutDebt,1,,以后再说,1,
故意岔开话题,2,109,一壶好酒,2,
模糊确认,2,106,我不确定,2,
CutDebt,1,,看情况吧,106,
确认数额,2,102,可以一起还吗,2,
故意岔开话题,2,109,来撒,106,
模糊确认,2,106,我到底是接受还是不接受,2,
CutDebt,1,,现在没这多钱，后天吧,0,
讨价还价,2,100,还是太多,1,
故意岔开话题,2,109,生病了,2,
CutDebt,1,,利息能不能也分期,100,
CutDebt,0,,账号发给我,108,
CutDebt,1,,等发了工资的,1,
模糊确认,2,106,可以啊,0,
CutDebt,1,,等我发工资的,106,
CutDebt,1,,问问老婆同不同意,106,
模糊确认,2,106,凑到这么多钱了,2,
模糊确认,2,106,5号发工资,2,
故意岔开话题,2,109,明天朋友就换我钱了,106,
CutDebt,1,,还不如不减呢,1,
请求重复,2,103,为什么不说话,2,
CutDebt,1,,贷款不知道什么时候下来。,1,
讨价还价,2,100,20号,0,
讨价还价,2,100,还能不能再少一点了,2,
模糊确认,2,106,恩,2,
CutDebt,1,,到那天再联系,1,
讨价还价,2,100,违约金太多了,2,
讨价还价,2,100,我去借看看,106,
故意岔开话题,2,109,说散就散,2,
CutDebt,1,,你咬我,109,
讨价还价,2,100,想办法还,106,
模糊确认,2,106,借一下吧,2,
模糊确认,2,106,真好,2,
请求重复,2,103,啥？啥时间一定还？,2,
CutDebt,1,,能把本金打个五折么？,100,
CutDebt,1,,工作不稳定,1,
CutDebt,1,,再协商,1,
模糊确认,2,106,好的,0,
CutDebt,1,,你是不想脑子坏了,1,
请求更新金额,2,110,那之前我还的利息可以抵扣本金么,100,
故意岔开话题,2,109,我没空,1,
CutDebt,1,,这样我跟家里商量下,106,
CutDebt,1,,但是还太多,1,
CutDebt,0,,我知道了,106,
CutDebt,1,,你等下,104,
CutDebt,0,,早就嘛，我早就可以还给你们了,0,
请求更新金额,2,110,减了就处理,100,1
模糊确认,2,106,我想想办法,106,
CutDebt,1,,不认识,-1,
讨价还价,2,100,我还在借,1,
讨价还价,2,100,我去想想办法,106,
Installment,0,,我只能还几百,1,
模糊确认,2,106,应该可以,0,
CutDebt,1,,明白,106,
故意岔开话题,2,109,我还是张大大呢,2,
故意岔开话题,2,109,也挺,2,
模糊确认,2,106,我尽量,2,
CutDebt,1,,发工资再处理行吗,1,
故意岔开话题,2,109,老板拖欠N个月工资，后天就发了，肯定还！,0,
CutDebt,1,,我周转一下！,1,
CutDebt,1,,别人还没还我钱了,1,
CutDebt,1,,我现在资金不足,1,
CutDebt,1,,月底联系我,1,
Installment,0,,下个星期,0,
讨价还价,2,100,5号可能发工资,106,
讨价还价,2,100,我尽量在这之前还上,106,
还款方式,2,108,我换张卡给你转,2,
讨价还价,2,100,别人钱我钱，正在要钱,1,
CutDebt,1,,等我想想，之后给你回复,1,
请求更新金额,2,110,你申请吧,109,1
讨价还价,2,100,我现在没那么多钱,1,
请求等下打来,2,104,以后再说,1,
讨价还价,2,100,到时候尽量处理点,1,
CutDebt,1,,有钱我就还,1,
讨价还价,2,100,不行，没办法呀,1,
CutDebt,1,,不认识,-1,
模糊确认,2,106,在领工资,1,
故意岔开话题,2,109,高利贷吧,1,
Installment,0,,钱到账,106,
Installment,0,,知道了,106,
模糊确认,2,106,我想想办法,2,
模糊确认,2,106,早就该减免了，本来就没得钱你们还收这么高的利息，损人不利己啊,2,
CutDebt,1,,数额太大了，我先想想吧,1,
CutDebt,1,,我家庭情况你也知道....在帮帮我吧！,1,
讨价还价,2,100,我再考虑下吧,106,
请求等下打来,2,104,我要工作了,2,
CutDebt,1,,我有钱就去还,1,
讨价还价,2,100,这个时间紧啊,1,
CutDebt,1,,我没空,1,
CutDebt,1,,等父母给钱的,1,
CutDebt,0,,好人有好报,109,
讨价还价,2,100,发工资再说吧,1,
CutDebt,1,,不如你们把本金也免了吧，这样我就还得起了,1,
模糊确认,2,106,我现在确定不了,2,
CutDebt,1,,我周转一下,106,
确认数额,2,102,全欠很多钱,109,
回问身份,2,107,这个号码我才换的,1,
CutDebt,1,,发工资地吧,1,
Installment,0,,再等我一分钟,109,
故意岔开话题,2,109,还你妹,1,
CutDebt,0,,三天内,0,
CutDebt,1,,我在医院,1,
CutDebt,1,,等回去,104,
