from,label,original_label,original_text,new_label,
故意岔开话题,2,109,钱钱都舍不得,2,
模糊确认,2,106,我一定处理,2,
讨价还价,2,100,父亲住院没钱,1,
模糊确认,2,106,小事,2,
模糊确认,2,106,嗯,2,
故意岔开话题,2,109,钱钱钱，命相连了,2,
模糊确认,2,106,可以吧,0,
故意岔开话题,2,109,树好高,2,
Installment,0,,在要钱,106,
CutDebt,1,,我现在也不确定,1,
CutDebt,1,,孩子生病了,1,
CutDebt,1,,骗子,1,
CutDebt,1,,我去哪里偷啊,1,
CutDebt,1,,会处理，但现在没钱,1,
Installment,0,,具体还多少,102,
CutDebt,0,,嗯嗯,106,
CutDebt,1,,我到时还全款,0,
故意岔开话题,2,109,我难得还了,1,
CutDebt,1,,到时候尽量处理点,1,
模糊确认,2,106,10号打工资,2,
CutDebt,1,,后天联系我,104,
讨价还价,2,100,可能不行,1,
CutDebt,0,,你真是一个好人,109,
讨价还价,2,100,我想还只是现在没钱,1,
还款方式,2,108,转账可以吧,2,
CutDebt,1,,钱借钱,1,
CutDebt,1,,钱还没到位,1,
还款方式,2,108,你把账号发给我,2,
Installment,0,,2天,0,
CutDebt,1,,给我再想想吧,1,
CutDebt,1,,金额太高，我想想办,1,
CutDebt,1,,我有钱了我自己去还,1,
CutDebt,1,,我考虑一下,106,
故意岔开话题,2,109,坐牢才出来,2,
还款方式,2,108,你把账号发给我,2,
请求等下打来,2,104,明天联系我吧,2,
Installment,0,,嗯嗯,106,
Installment,0,,9天,0,
模糊确认,2,106,行,0,
讨价还价,2,100,只能先处理一部分,1,
讨价还价,2,100,利息太多,1,
CutDebt,1,,家庭开销太大,1,
CutDebt,1,,刚上班,1,
故意岔开话题,2,109,给其施压,2,
讨价还价,2,100,去贷点款处理,1,
请求等下打来,2,104,再等我一分钟,2,
CutDebt,1,,货还没卖出去,1,
讨价还价,2,100,我在考虑考虑一下,1,
模糊确认,2,106,嗯,2,
讨价还价,2,100,我觉得太高了,1,
Installment,0,,钱已经要来了,0,
讨价还价,2,100,能不能多给点时间,1,
Installment,0,,我姐只给我500元,1,1
CutDebt,1,,我也不知道朋友钱今天能不能到,1,
模糊确认,2,106,我待会看看吧,2,
Installment,0,,好叻,0,
请求重复,2,103,今天多少处理？,2,
CutDebt,0,,我没意见,0,
CutDebt,0,,我知道了,106,
CutDebt,1,,你打错了,1,
CutDebt,1,,我现在在外地,1,
CutDebt,0,,三天内呀,9,
CutDebt,1,,no,1,
CutDebt,1,,待会再说,104,
故意岔开话题,2,109,可以相信,2,
Installment,0,,一个月以后可以,0,
故意岔开话题,2,109,人都不好了,2,
讨价还价,2,100,今天工程款可能下来,1,
CutDebt,0,,知道了,106,
Installment,0,,行，我知道了，你等我联系你,0,
CutDebt,0,,一个月以后可以,0,
CutDebt,1,,我尽快筹钱,1,
模糊确认,2,106,可以把这个事情处理掉。,2,
CutDebt,0,,行嘛。,0,
讨价还价,2,100,工地几个月才发工资,1,
CutDebt,1,,现在没钱先处理部分,1,
Installment,0,,月底联系我,1,
讨价还价,2,100,我去借钱,1,
模糊确认,2,106,行，也行吧,0,
讨价还价,2,100,我能少还点吗,2,
CutDebt,1,,利息高啊？,1,
请求更新金额,2,110,减免以后会处理,100,
模糊确认,2,106,没说不还,2,
CutDebt,1,,钱还没到位,1,
CutDebt,1,,别打我电话，我有钱联系我,1,
CutDebt,0,,以到银行卡,0,
CutDebt,1,,身上没这么钱,1,
讨价还价,2,100,需要时间,2,
CutDebt,1,,你们这利息太高了,1,
模糊确认,2,106,月底发工资,2,
故意岔开话题,2,109,你生的儿子没屁眼儿,2,
故意岔开话题,2,109,去一班玩去,2,
CutDebt,1,,等我躲过了这场洪水再说吧,109,
CutDebt,0,,在路上了,0,
故意岔开话题,2,109,到那天天不处理后果自负。,2,
Installment,0,,知道了,106,
故意岔开话题,2,109,我愿意认识就认识，不愿意就不认识,1,
CutDebt,1,,天天催啥子嘛！没得钱还！,1,
CutDebt,1,,不认识,109,
故意岔开话题,2,109,提现,2,
CutDebt,1,,我有钱就第一时间给你打过来,106,
模糊确认,2,106,那好吧,2,
CutDebt,1,,我再算算,1,
模糊确认,2,106,我想想办法吧,2,
CutDebt,1,,我在想想吧,1,
Installment,0,,现在转账,0,
CutDebt,1,,可以延期吗,100,
模糊确认,2,106,好的，我知道了,0,
Installment,0,,哈 好啊,0,
讨价还价,2,100,等我有钱的,1,
模糊确认,2,106,好的，好的，好的,0,
讨价还价,2,100,可以少还一点,2,
CutDebt,1,,回头再说,1,
CutDebt,1,,不好,1,
模糊确认,2,106,我想想办法,2,
还款方式,2,108,好，你可以接受现金支票吗？,2,
讨价还价,2,100,钱没有到位,1,
模糊确认,2,106,可以相信,2,
Installment,0,,明天,0,
故意岔开话题,2,109,其他人的,2,
模糊确认,2,106,早这样不就早还了吗！,2,
CutDebt,0,,提前联系我,0,
请求等下打来,2,104,等会就好,0,
讨价还价,2,100,可能还不上,1,
讨价还价,2,100,再看看,106,
CutDebt,1,,说个串串哦,1,
讨价还价,2,100,工作不稳定,1,
Installment,0,,钱刚好够,0,
模糊确认,2,106,好好好,0,
模糊确认,2,106,我想想办法,2,
讨价还价,2,100,等有钱的,1,
讨价还价,2,100,朋友钱到了就还,1,
请求重复,2,103,真的？,2,
CutDebt,1,,爱扎炸滴,1,
CutDebt,1,,过几天,1,
Installment,0,,随时随地,0,
讨价还价,2,100,那我先凑,106,
讨价还价,2,100,听说本金也可以减免啊,2,
CutDebt,1,,信用卡到期,1,
讨价还价,2,100,我也不知道，钱还没到账,1,
CutDebt,1,,不是我借的,1,
讨价还价,2,100,想办法借钱,106,
讨价还价,2,100,回头再说,1,
讨价还价,2,100,听说本金也可以减免啊,2,
讨价还价,2,100,能不能在少点,2,
CutDebt,1,,具体我要等答复,1,
讨价还价,2,100,家里出事没钱,1,
讨价还价,2,100,我在考虑考虑,106,
故意岔开话题,2,109,汽车还多啊,2,
讨价还价,2,100,车子卖了还,106,
讨价还价,2,100,过一段时间,1,
CutDebt,1,,我很穷,1,
CutDebt,1,,我是有事耽搁了,1,
CutDebt,1,,我在医院我母亲生病,1,
模糊确认,2,106,我会还的,2,
模糊确认,2,106,钱已经要来了,2,
模糊确认,2,106,我尽量,2,
模糊确认,2,106,好好好,0,
Installment,0,,三天后,0,
故意岔开话题,2,109,来我家拿,108,
CutDebt,1,,我的任务都没有完成的呢,1,
模糊确认,2,106,放心,2,
讨价还价,2,100,我有钱了肯定会处理,1,
Installment,0,,再见,1,
讨价还价,2,100,等我稳定工作处理,1,
Installment,0,,下个月一起,0,
CutDebt,1,,你看着办,1,
CutDebt,0,,谢谢您,106,
请求等下打来,2,104,我马上要开会了,2,
CutDebt,1,,我考虑下,106,
CutDebt,1,,后年再说,1,
模糊确认,2,106,这样啊,2,
CutDebt,1,,假的,1,
CutDebt,0,,转账可以吧,108,
CutDebt,1,,把APP金额减了我等下自己还,110,
请求等下打来,2,104,等下个再联系我,2,
故意岔开话题,2,109,我马上下载看看,2,
Installment,0,,美女，帮帮忙喽，明天可以,0,
CutDebt,0,,钱到了，扣款吧。,0,
CutDebt,1,,你不是认真的吧,1,
故意岔开话题,2,109,你要是还要这么高,2,
CutDebt,1,,孩子要读书,109,
CutDebt,1,,我回去商量一下,106,
模糊确认,2,106,嗯，好,2,
讨价还价,2,100,看看吧,106,
模糊确认,2,106,我想一下,2,
CutDebt,1,,你在少点我就借钱处理了,100,
CutDebt,1,,最近资金周转不开,1,
CutDebt,1,,分期,100,
CutDebt,1,,你帮帮我,1,
CutDebt,1,,等有钱的,1,
CutDebt,1,,收了我嘛,1,
CutDebt,1,,你等我跟家里商量一下吧,106,
CutDebt,1,,也不差这几天,1,
故意岔开话题,2,109,这个保证不了,1,
模糊确认,2,106,好的，我知道了,0,
Installment,0,,你不是已经说过了吗肯定会还的,0,
CutDebt,1,,不好处理,1,
CutDebt,1,,高利贷吧,1,
故意岔开话题,2,109,人血馒头不好吃,2,
CutDebt,1,,我家穷,1,
CutDebt,1,,绝对不可能,1,
CutDebt,1,,等我这批货卖出去的,1,
CutDebt,1,,我考虑考虑,106,
确认数额,2,102,我现在也不确定,106,
CutDebt,1,,我考虑考虑,106,
CutDebt,0,,钱到位了联系你,106,
CutDebt,1,,这个时间内，有问题,1,
CutDebt,1,,再说,1,
CutDebt,1,,还有其他欠款要处理,1,
CutDebt,1,,不要急,1,
CutDebt,1,,我现在只还……,1,
CutDebt,1,,有钱了再说,1,
讨价还价,2,100,工程款下来就还了,106,
讨价还价,2,100,等几天吧,1,
故意岔开话题,2,109,失去后才明白当初该好好珍惜她,2,
CutDebt,1,,钱没到,1,
Installment,0,,在路上,104,
故意岔开话题,2,109,看来还是很年轻了,2,
Installment,0,,在提现,0,
CutDebt,1,,老板跑了,1,
讨价还价,2,100,能减本金就好了,2,
CutDebt,1,,还早吧,1,
故意岔开话题,2,109,神经病没5天能还？,1,
故意岔开话题,2,109,小溪向东去,2,
还款方式,2,108,我现在有钱，但是不知道如何还,2,
故意岔开话题,2,109,趁着夜还未央,2,
CutDebt,1,,还没借到钱。,1,
CutDebt,1,,老板拖欠工资，说下个月一起发,1,
讨价还价,2,100,我去借钱看看，借到就处理,106,
确认数额,2,102,变成这么多钱了？,2,
讨价还价,2,100,不能保证，得看工程款到不到,1,
确认数额,2,102,利息能不能也分期,100,
模糊确认,2,106,我想办法周转,2,
讨价还价,2,100,钱不一定能凑齐,1,
CutDebt,1,,你记一下这个电话，如果联系不到我，找他也可以,1,
请求更新金额,2,110,那你现在就把他处理掉，两个小时之内。,2,
Installment,0,,月末,0,
还款方式,2,108,我身上只有现金，要怎么处理,2,
模糊确认,2,106,我尽量,2,
CutDebt,1,,回不去,1,
讨价还价,2,100,现在没钱先处理部分,1,
模糊确认,2,106,在银行,2,
讨价还价,2,100,先还二百,1,
CutDebt,1,,这么急怎么可能,1,
模糊确认,2,106,都这样了我不还还是个人吗,2,
CutDebt,1,,你这是逼人跳楼吗？,1,
CutDebt,0,,明天行吗,0,
讨价还价,2,100,金额高了,2,
CutDebt,0,,我知道了,106,
Installment,0,,帅哥，帮帮忙喽，明天可以,0,
CutDebt,1,,欠好多家,1,
讨价还价,2,100,我也想还，但我现在真的很困难,1,
CutDebt,0,,过半小时你扣款,0,
讨价还价,2,100,家里车房子正在拍卖,1,
CutDebt,0,,赞同,0,
CutDebt,1,,不认识,-1,
CutDebt,1,,我现在资金紧张,1,
模糊确认,2,106,行，好的，你放心,0,
Installment,0,,我回家就处理,0,
CutDebt,1,,我觉得今天不一定有钱啊,1,
Installment,0,,知道了,106,
模糊确认,2,106,待会我还100,1,
CutDebt,1,,我怎么可能借钱,1,
CutDebt,1,,财务说马上发工资,1,
讨价还价,2,100,父母正在周转。,106,
模糊确认,2,106,我再想想办法吧,2,
CutDebt,1,,不要打电话了，会还的,106,
CutDebt,1,,等会,1,
CutDebt,1,,俺米得,1,
讨价还价,2,100,能不能少点啊,2,
CutDebt,1,,我考虑下,106,
模糊确认,2,106,说了算数,2,
CutDebt,1,,我没准备好还,1,
CutDebt,0,,老板拖欠N个月工资，后天就发了，肯定还！,0,
讨价还价,2,100,工资不确定发不发,1,
CutDebt,0,,减免下个月处理,0,
讨价还价,2,100,可以，但是要等到下个月,0,
讨价还价,2,100,不行，没办法安妮说的,1,
CutDebt,1,,我还差点，,1,
Installment,0,,7天,0,
讨价还价,2,100,分期还可以吗,2,
Installment,0,,明天你查账就行了,0,
模糊确认,2,106,行吧，想办法,0,
模糊确认,2,106,恩,2,
CutDebt,1,,离银行有点远,1,
还款方式,2,108,浪个弄？,2,
CutDebt,1,,坐牢才出来,109,
确认数额,2,102,我根本就没有借那么多,2,
故意岔开话题,2,109,阳光好好,2,
CutDebt,1,,我每个月还一部分,1,
Installment,0,,有多少处理多少,0,
CutDebt,0,,行我想办法借钱,0,
故意岔开话题,2,109,时间,2,
讨价还价,2,100,工程款没下来,1,
讨价还价,2,100,不知道过两天发不发工资,1,
模糊确认,2,106,恩,2,
CutDebt,0,,到时候你直接在卡上扣款就行了,0,
CutDebt,1,,等我发工资的吧,1,
CutDebt,1,,能给我多久的时间,1,
模糊确认,2,106,能筹到钱吧,2,
CutDebt,1,,我考虑下,106,
模糊确认,2,106,好，知道了,0,
讨价还价,2,100,可以分期不,2,
CutDebt,1,,如果分期还款，可以考虑,100,
CutDebt,1,,工程款下来就能还了,1,
CutDebt,1,,工程款下来就还了,1,
CutDebt,0,,没啥不可以的了。,0,
CutDebt,1,,朋友还没有答复,1,
Installment,0,,是的吧,0,
讨价还价,2,100,父母能不能帮忙,106,
模糊确认,2,106,我考虑考虑,2,
模糊确认,2,106,我会还,0,
CutDebt,1,,等我发工资了再说吧,1,
Installment,0,,知道了,106,
故意岔开话题,2,109,一下都没心情了,2,
CutDebt,1,,我没空,1,
模糊确认,2,106,我考虑考虑,2,
Installment,0,,哈哈，可以,0,
CutDebt,1,,现在手头紧,1,
故意岔开话题,2,109,好美丽,2,
讨价还价,2,100,再等等等吧,1,
CutDebt,1,,最近手头紧,1,
Installment,0,,不差钱,106,
Installment,0,,十天内,0,
Installment,0,,后天,0,
讨价还价,2,100,还要再等等,1,
讨价还价,2,100,贷款今天不确定下来,1,
模糊确认,2,106,家人在帮忙筹钱，就这几天,2,
请求更新金额,2,110,得不得影响个人征信,1,
CutDebt,1,,车子卖了还,1,
CutDebt,1,,我不确定,106,
讨价还价,2,100,孩子上学没钱,1,
CutDebt,1,,绝对没问题,0,
CutDebt,1,,在要钱的路上,1,
CutDebt,1,,我尽量,106,
讨价还价,2,100,我会还的，现在不行,1,
回问身份,2,107,骗子,1,
CutDebt,0,,给我半个月时间,0,
CutDebt,1,,凭本事借钱为什要还,1,
Installment,0,,OKOK,0,
Installment,0,,明天哦,0,
CutDebt,1,,我在山区短时间出不去,1,
讨价还价,2,100,家人正在帮忙筹钱,106,
CutDebt,1,,能减本金就好了,1,
讨价还价,2,100,今天不一定发工资,1,
CutDebt,0,,OKOK,0,
CutDebt,1,,在给一两个月,0,
CutDebt,1,,没没没,1,
CutDebt,0,,我知道了,106,
CutDebt,1,,有钱我立刻就处理,1,
CutDebt,1,,我欠钱太多了,1,
CutDebt,1,,我在山里头来不及,1,
CutDebt,1,,一个星期以后,0,
模糊确认,2,106,他说去银行了,0,
讨价还价,2,100,多少多少我就还,1,
CutDebt,1,,这个真的有点儿坑,1,
故意岔开话题,2,109,转告不了,-1,
请求等下打来,2,104,马上回来,109,
CutDebt,1,,我筹到钱马上联系你,1,
Installment,0,,再见,1,
Installment,0,,知道了,106,
CutDebt,0,,好嘛，好嘛。,0,
模糊确认,2,106,都说了会还,0,
Installment,0,,太好了，这下好多了。,0,
讨价还价,2,100,我尽量吧,106,
CutDebt,1,,全免了我可以接受,1,
CutDebt,0,,我知道了,106,
讨价还价,2,100,工资还没发！,1,
CutDebt,0,,我等下处理了给你回复,0,
CutDebt,1,,我哪来这么多钱,1,
CutDebt,1,,我欠钱太多了,1,
Installment,0,,卡里有钱,0,
CutDebt,1,,我给老板打个电话,1,
讨价还价,2,100,能不能先还一半，后面的分期,2,
CutDebt,1,,要么在帮我减点，要么就分期还！,2,
CutDebt,1,,不打清楚,1,
讨价还价,2,100,等我发工资,1,
讨价还价,2,100,能不能在少点,2,
CutDebt,0,,我有钱,106,
CutDebt,1,,金额有点高,1,
CutDebt,1,,再通融一下，再和领导说说？,1,
CutDebt,1,,我尽量哈,106,
模糊确认,2,106,行，到那天再说了,106,
讨价还价,2,100,也不差这几天,1,
CutDebt,1,,不认识,1,
讨价还价,2,100,我还在找,1,
CutDebt,1,,我觉得太高了,1,
Installment,0,,明天吧，让我去借,0,
CutDebt,0,,嗯嗯,106,
讨价还价,2,100,利息去了我还的上,2,
模糊确认,2,106,我有钱,2,
还款方式,2,108,我没的你们的银行卡号啊，还不了啊,2,
CutDebt,1,,在帮你协商下吧,109,
讨价还价,2,100,等以后有钱的,1,
讨价还价,2,100,能不能减免,2,
CutDebt,1,,这是什么方案，我不接受,1,
CutDebt,1,,银行卡被冻结了，你来我家拿钱,108,
讨价还价,2,100,贷款下来还,1,
CutDebt,1,,很紧张,109,
CutDebt,0,,太棒了,106,
讨价还价,2,100,钱不确定什么时候到,1,
CutDebt,1,,朋友转过来就还上,1,
CutDebt,0,,钱以到位,0,
讨价还价,2,100,工资延迟发了。,1,
Installment,0,,给我半个月时间,0,
讨价还价,2,100,老板钱没拿到，不确定什么发工资,1,
CutDebt,0,,amazing,106,
Installment,0,,3天,0,
CutDebt,1,,你减免了我看看,110,
CutDebt,1,,月底再联系我,1,
Installment,0,,三天内,0,
CutDebt,1,,发工资就还,1,
CutDebt,0,,我知道了,106,
CutDebt,1,,又不是不还,1,
故意岔开话题,2,109,正在银行,0,
讨价还价,2,100,钱还没借到，我在找别人借！,1,
CutDebt,0,,漂亮,109,
Installment,0,,到时候通知你,106,
CutDebt,1,,我求求,109,
讨价还价,2,100,15号,0,
讨价还价,2,100,有一个工程款要结有钱了立马还,1,
模糊确认,2,106,会还的,2,
请求更新金额,2,110,只要减免下来我肯定处理,100,
讨价还价,2,100,要去借钱,1,
讨价还价,2,100,钱太多了,1,
模糊确认,2,106,我考虑下,2,
讨价还价,2,100,等我发工资的,1,
CutDebt,1,,逼死我得了，我就这么一百多斤，你把我卖了看值多少钱,1,
CutDebt,0,,麻烦你,106,
确认数额,2,102,真假的,2,
CutDebt,1,,等下个再联系我,104,
故意岔开话题,2,109,尚能饭否,2,
讨价还价,2,100,还是多,1,
CutDebt,1,,不认识,109,
讨价还价,2,100,发工资就还,1,
CutDebt,1,,我想想,106,
CutDebt,0,,等会发凭条,0,
请求更新金额,2,110,我还了之后你得帮我延期啊,2,
CutDebt,1,,回头再说,1,
模糊确认,2,106,要得，我知道,0,
Installment,0,,明白,106,
讨价还价,2,100,我再想想,106,
CutDebt,0,,我知道了,106,
Installment,0,,知道了,106,
CutDebt,1,,我想还只是现在没钱,1,
Installment,0,,明天再还,0,
模糊确认,2,106,到时候你联系我,2,
讨价还价,2,100,借借看吧+,106,
Installment,0,,明天呢,0,
CutDebt,0,,发誓，如果处理不了,0,
CutDebt,1,,可能还不上,1,
讨价还价,2,100,我现在没那么多钱。,1,
Installment,0,,明天,0,
模糊确认,2,106,行，好的，你放一万个心,0,
模糊确认,2,106,找老板先支一点还,0,
讨价还价,2,100,如果还能减免一些，我考虑下,2,
CutDebt,0,,那你申请吧,110,
CutDebt,0,,利息都能免,109,
模糊确认,2,106,我月底发工资,2,
CutDebt,1,,等等在说,104,
故意岔开话题,2,109,我不感兴趣哈。,1,
模糊确认,2,106,行了,0,
故意岔开话题,2,109,不要急,106,
讨价还价,2,100,等会去银行存,0,
CutDebt,1,,不认识,-1,
讨价还价,2,100,老板还没有发,1,
CutDebt,1,,没用啊,1,
讨价还价,2,100,我去跟父母要一点,1,
模糊确认,2,106,考虑考虑,2,
Installment,0,,发誓，如果处理不了,106,
模糊确认,2,106,好,0,
CutDebt,1,,办理不了转账,1,
CutDebt,1,,我待会看看吧,106,
讨价还价,2,100,要是我还不还，是不是下次就本金减一半啊,1,
模糊确认,2,106,行，行，行,0,
CutDebt,1,,我知道了，回家商量一下,106,
讨价还价,2,100,没有那么多,1,
CutDebt,1,,不认识,-1,
Installment,0,,莫问题，等下打。,0,
CutDebt,1,,来撒，来打我嘛,1,
CutDebt,1,,我想办法借钱,1,
故意岔开话题,2,109,等我躲过了这场洪水再说吧,2,
讨价还价,2,100,我尽量哈,106,
CutDebt,0,,那好吧,0,
CutDebt,1,,还有其他平台要还,1,
CutDebt,0,,等下说,104,
还款方式,2,108,app崩溃了，我试了，还不起,2,
CutDebt,1,,帮我多申请点时间,100,
Installment,0,,三天内呀,0,
Installment,0,,这样可行,0,
Installment,0,,等会还,0,
讨价还价,2,100,我考虑考虑,106,
CutDebt,1,,不行，没办法呀,1,
CutDebt,1,,应该做不到,1,
CutDebt,1,,可能不太行,1,
讨价还价,2,100,钱到就还,1,
CutDebt,1,,不知道过两天发不发工资,1,
CutDebt,1,,有一个工程款要结有钱了立马还,1,
CutDebt,1,,我借一下看看！,1,
故意岔开话题,2,109,家里没没粮食了,2,
CutDebt,1,,自己在工地，工资一年结一次,1,
CutDebt,1,,朋友不借给我,1,
CutDebt,0,,阿拉小得了，听到了吧,106,
CutDebt,1,,在国外,1,
模糊确认,2,106,恩,2,
Installment,0,,一会去办理,0,
CutDebt,1,,去你的,1,
CutDebt,1,,sorry,1,
CutDebt,1,,父亲住院没钱,1,
CutDebt,1,,不认识,-1,
请求等下打来,2,104,我马上吃饭了,2,
CutDebt,1,,我去借一下,1,
CutDebt,1,,不能保证，得看工程款到不到,106,
还款方式,2,108,可以银联卡转账？,2,
CutDebt,1,,不认识,-1,
CutDebt,1,,家里出事没钱,1,
模糊确认,2,106,我会积极处理的,2,
CutDebt,1,,钱被看病用了,1,
故意岔开话题,2,109,出去了,2,
确认数额,2,102,那我还掉是不是就能结清啊,2,
Installment,0,,好像能,0,
请求重复,2,103,可以什么？,2,
确认数额,2,102,利息太高,1,
讨价还价,2,100,等月底,0,
CutDebt,0,,我身上正好够,0,
CutDebt,1,,工程款没下来,1,
模糊确认,2,106,你等我考虑一下吧,2,
讨价还价,2,100,这个减免。我也法处理，,2,
模糊确认,2,106,嗯嗯,2,
Installment,0,,APP还款,0,
Installment,0,,再提现,106,
CutDebt,1,,等我有工作的,1,
讨价还价,2,100,金额太高，我想想办法,106,
Installment,0,,今天下午,0,
Installment,0,,可以，我会行办法的,0,
讨价还价,2,100,货还没卖出去,1,
CutDebt,1,,想办法借钱,1,
CutDebt,1,,这个月底行不行,0,
Installment,0,,答应你的我一定会做到,0,
Installment,0,,明天,0,
CutDebt,1,,我正在筹钱，你催个毛线啊,1,
讨价还价,2,100,工程款下来就能还了,1,
Installment,0,,说定喽,0,
模糊确认,2,106,嗯,2,
CutDebt,1,,能不能分期还,100,
CutDebt,1,,在打官司,1,
还款方式,2,108,确认还款方式,2,
模糊确认,2,106,嗯嗯,2,
故意岔开话题,2,109,我没在家,2,
Installment,0,,我去借钱处理一部分,1,
讨价还价,2,100,这个金额可不可以再少点,2,
确认数额,2,102,怎么分期了每期还是这么多啊,2,
故意岔开话题,2,109,认识与否，我就在这里，你还能那我咋地,2,
CutDebt,1,,过两天处理,1,
CutDebt,1,,尽量吧,106,
模糊确认,2,106,不差钱,2,
CutDebt,1,,这边没有银行,108,
CutDebt,1,,工资没有发,1,
讨价还价,2,100,工程款还没下来,1,
模糊确认,2,106,是的吧,0,
模糊确认,2,106,我需要考虑考虑,2,
CutDebt,0,,不错哟,106,
讨价还价,2,100,家里人都联系不到,1,
CutDebt,0,,嗯，我知道了。,106,
